respondent_id,annual_salary_usd,salary_change_yoy_pct,job_satisfaction_score,career_growth_outlook,ai_job_replacement_fear,job_search_status,received_ai_related_promotion,work_life_balance_score,burnout_level
R10737,15700.0,12.3,4,Positive,Unlikely,Not looking,Yes,4,None
R10738,124000.0,19.6,5,Very negative,Unlikely,Not looking,No,3,None
R10739,17900.0,13.4,5,Negative,Neutral,Open to offers,No,3,Moderate
R10740,157100.0,14.0,3,Neutral,Very likely,Actively looking,No,5,Mild
R10741,135900.0,15.4,3,Negative,Unlikely,Open to offers,No,4,Mild
R10742,107600.0,10.7,3,Positive,Unlikely,Not looking,Yes,3,Mild
R10743,101700.0,4.1,5,Neutral,Somewhat likely,Recently changed,No,3,None
R10744,199400.0,1.7,3,Neutral,Somewhat likely,Open to offers,Yes,4,Moderate
R10745,47900.0,2.6,4,Very positive,Unlikely,Open to offers,No,4,None
R10746,31400.0,4.0,5,Neutral,Neutral,Not looking,No,5,Mild
R10747,125600.0,-2.2,3,Neutral,Very unlikely,Open to offers,No,2,None
R10748,36000.0,0.8,4,Positive,Unlikely,Not looking,No,4,Mild
R10749,48400.0,1.5,3,Positive,Unlikely,Open to offers,No,2,Mild
R10750,31600.0,-3.0,4,Neutral,Neutral,Open to offers,Yes,2,Mild
R10751,103200.0,3.1,5,Neutral,Very likely,Not looking,No,3,Mild
R10752,301700.0,13.1,4,Neutral,Neutral,Not looking,No,2,None
R10753,55500.0,13.1,3,Neutral,Neutral,Not looking,Yes,4,Severe
R10754,138300.0,16.8,1,Neutral,Somewhat likely,Open to offers,Yes,3,Moderate
R10755,191200.0,9.6,5,Neutral,Somewhat likely,Open to offers,No,4,Mild
R10756,200900.0,-0.6,3,Neutral,Somewhat likely,Actively looking,No,2,Severe
R10757,112000.0,7.2,4,Positive,Unlikely,Actively looking,No,4,None
R10758,30600.0,1.9,2,Neutral,Somewhat likely,Recently changed,No,3,Severe
R10759,53100.0,1.8,3,Positive,Unlikely,Not looking,No,4,Mild
R10760,183900.0,-8.9,5,Neutral,Unlikely,Actively looking,No,3,Mild
R10761,204900.0,-9.0,5,Very positive,Neutral,Actively looking,No,3,None
R10762,120600.0,12.0,3,Positive,Very unlikely,Not looking,Yes,1,None
R10763,19600.0,2.6,5,Very positive,Somewhat likely,Open to offers,No,3,Moderate
R10764,201900.0,-5.4,3,Neutral,Unlikely,Open to offers,No,4,Severe
R10765,62600.0,-4.5,5,Negative,Neutral,Not looking,No,3,Moderate
R10766,62500.0,10.4,4,Negative,Somewhat likely,Recently changed,No,5,Moderate
R10767,58600.0,7.6,5,Negative,Somewhat likely,Open to offers,No,4,Moderate
R10768,319200.0,-2.7,2,Neutral,Neutral,Open to offers,No,5,Mild
R10769,84100.0,6.1,4,Positive,Unlikely,Not looking,No,2,Mild
R10770,282500.0,1.2,3,Positive,Somewhat likely,Open to offers,No,4,Moderate
R10771,71300.0,-0.3,4,Very positive,Very unlikely,Not looking,No,3,Mild
R10772,241100.0,-6.4,3,Positive,Very likely,Recently changed,No,4,Mild
R10773,208400.0,-1.2,4,Very negative,Neutral,Not looking,No,5,Mild
R10774,218900.0,5.8,4,Neutral,Unlikely,Open to offers,No,4,None
R10775,114300.0,19.0,4,Neutral,Very unlikely,Open to offers,No,3,Mild
R10776,5000.0,-0.1,4,Very positive,Very likely,Recently changed,No,4,Severe
R10777,174300.0,0.0,4,Positive,Somewhat likely,Not looking,No,4,Severe
R10778,146400.0,-0.5,2,Neutral,Somewhat likely,Open to offers,No,5,Moderate
R10779,193900.0,9.9,3,Positive,Neutral,Open to offers,Yes,4,Mild
R10780,135200.0,13.0,3,Negative,Very unlikely,Open to offers,No,3,None
R10781,79400.0,15.0,3,Very positive,Neutral,Not looking,No,5,Moderate
R10782,89300.0,4.7,3,Positive,Unlikely,Not looking,Yes,4,Moderate
R10783,85300.0,5.0,2,Very negative,Unlikely,Not looking,No,4,None
R10784,249500.0,-2.2,3,Very negative,Very unlikely,Not looking,Yes,3,Moderate
R10785,13700.0,13.0,4,Very positive,Somewhat likely,Open to offers,No,1,None
R10786,160200.0,8.3,4,Neutral,Very unlikely,Not looking,Yes,4,Moderate
R10787,93100.0,1.0,2,Very positive,Somewhat likely,Not looking,No,3,Moderate
R10788,168800.0,2.3,4,Positive,Unlikely,Not looking,No,3,None
R10789,71100.0,10.2,3,Very positive,Very unlikely,Not looking,Yes,3,Mild
R10790,105100.0,3.8,4,Positive,Very unlikely,Recently changed,Yes,4,Moderate
R10791,118900.0,-1.0,5,Positive,Neutral,Open to offers,No,3,Mild
R10792,112300.0,1.4,1,Very positive,Unlikely,Not looking,No,1,Moderate
R10793,94300.0,2.9,5,Positive,Neutral,Open to offers,No,4,Moderate
R10794,136400.0,3.1,4,Very positive,Very unlikely,Open to offers,Yes,4,None
R10795,118900.0,1.0,5,Positive,Unlikely,Open to offers,No,4,None
R10796,35800.0,8.4,4,Very negative,Neutral,Not looking,No,3,Mild
R10797,107600.0,-4.5,5,Positive,Unlikely,Open to offers,No,1,Mild
R10798,99700.0,-18.7,4,Neutral,Neutral,Recently changed,No,4,Mild
R10799,117100.0,2.0,4,Positive,Very unlikely,Open to offers,No,4,Moderate
R10800,54500.0,-1.9,3,Neutral,Neutral,Open to offers,No,5,Moderate
R10801,17800.0,6.2,5,Positive,Unlikely,Open to offers,No,2,None
R10802,130900.0,-3.7,4,Positive,Neutral,Actively looking,No,4,Mild
R10803,101500.0,17.3,3,Positive,Very unlikely,Not looking,Yes,3,Severe
R10804,141800.0,3.1,4,Positive,Unlikely,Not looking,No,5,Mild
R10805,106300.0,12.3,3,Positive,Very unlikely,Not looking,No,3,Moderate
R10806,89000.0,22.2,4,Positive,Unlikely,Not looking,No,3,Mild
R10807,200000.0,11.6,4,Positive,Neutral,Recently changed,No,5,Moderate
R10808,158400.0,13.8,4,Neutral,Very likely,Not looking,No,3,None
R10809,42100.0,5.7,4,Neutral,Somewhat likely,Not looking,No,2,Moderate
R10810,253300.0,6.6,4,Negative,Unlikely,Not looking,No,2,Mild
R10811,8400.0,3.1,4,Very negative,Neutral,Recently changed,No,4,Moderate
R10812,231500.0,0.3,5,Neutral,Neutral,Open to offers,Yes,3,Mild
R10813,55000.0,21.8,3,Negative,Unlikely,Not looking,No,1,Mild
R10814,43600.0,-5.0,5,Negative,Somewhat likely,Actively looking,No,4,Moderate
R10815,116500.0,-11.5,3,Neutral,Neutral,Not looking,No,1,None
R10816,88500.0,-4.6,5,Positive,Very unlikely,Not looking,No,3,Severe
R10817,113100.0,10.1,4,Neutral,Somewhat likely,Not looking,No,4,Severe
R10818,35600.0,3.1,5,Negative,Somewhat likely,Open to offers,No,5,Mild
R10819,24300.0,3.4,5,Positive,Unlikely,Open to offers,Yes,1,Mild
R10820,76000.0,7.9,5,Positive,Very likely,Not looking,No,4,Severe
R10821,35500.0,-5.5,5,Positive,Very likely,Not looking,No,1,Moderate
R10822,165800.0,9.3,4,Neutral,Somewhat likely,Actively looking,No,5,Moderate
R10823,129000.0,2.6,4,Very negative,Neutral,Not looking,Yes,3,None
R10824,137900.0,12.6,3,Positive,Somewhat likely,Recently changed,No,5,Severe
R10825,30700.0,-2.6,2,Very positive,Neutral,Open to offers,No,2,None
R10826,168800.0,6.3,4,Negative,Unlikely,Actively looking,Yes,4,Mild
R10827,173100.0,-17.8,4,Very negative,Very unlikely,Open to offers,No,5,None
R10828,169500.0,9.3,5,Positive,Somewhat likely,Not looking,Yes,4,Severe
R10829,50700.0,13.1,4,Positive,Somewhat likely,Not looking,No,3,Moderate
R10830,100200.0,12.8,4,Negative,Unlikely,Actively looking,No,1,Mild
R10831,38500.0,-5.7,1,Positive,Very likely,Open to offers,No,4,Moderate
R10832,168800.0,1.8,3,Very positive,Neutral,Actively looking,No,4,None
R10833,47200.0,-12.3,5,Neutral,Neutral,Not looking,Yes,3,Mild
R10834,32100.0,3.8,2,Positive,Very unlikely,Not looking,Yes,1,Mild
R10835,67700.0,7.5,3,Neutral,Unlikely,Open to offers,No,5,Mild
R10836,118200.0,16.9,4,Positive,Unlikely,Not looking,No,3,Severe
R10837,207300.0,17.5,5,Negative,Unlikely,Recently changed,No,1,Mild
R10838,151600.0,6.6,4,Positive,Very unlikely,Not looking,No,4,Moderate
R10839,144800.0,12.9,1,Very positive,Neutral,Not looking,No,1,Mild
R10840,37000.0,-2.3,5,Neutral,Somewhat likely,Not looking,No,4,Moderate
R10841,92100.0,9.3,2,Very positive,Neutral,Actively looking,No,3,None
R10842,190100.0,3.6,3,Very negative,Somewhat likely,Actively looking,No,4,Mild
R10843,166800.0,9.4,4,Very positive,Unlikely,Not looking,No,1,Moderate
R10844,136200.0,12.4,2,Positive,Very unlikely,Recently changed,No,5,Mild
R10845,56800.0,5.6,5,Neutral,Somewhat likely,Not looking,No,1,Moderate
R10846,172200.0,8.8,4,Neutral,Neutral,Not looking,No,1,Mild
R10847,5000.0,0.6,5,Negative,Neutral,Actively looking,Yes,4,None
R10848,176200.0,-5.8,2,Very positive,Unlikely,Open to offers,No,5,Moderate
R10849,35800.0,-3.3,2,Very positive,Unlikely,Not looking,No,4,None
R10850,91500.0,8.3,3,Neutral,Unlikely,Open to offers,Yes,4,Severe
R10851,48200.0,-6.5,3,Positive,Unlikely,Open to offers,No,5,Mild
R10852,248000.0,7.5,4,Positive,Neutral,Open to offers,No,2,Mild
R10853,33800.0,0.3,4,Positive,Unlikely,Open to offers,No,2,None
R10854,192000.0,0.8,5,Neutral,Very unlikely,Open to offers,No,4,Severe
R10855,56500.0,7.2,5,Very negative,Very likely,Not looking,No,3,Severe
R10856,32000.0,12.4,4,Very positive,Neutral,Not looking,Yes,5,None
R10857,144700.0,-7.8,1,Negative,Very unlikely,Open to offers,Yes,1,Moderate
R10858,193200.0,5.3,4,Positive,Neutral,Not looking,Yes,1,Severe
R10859,187700.0,6.3,4,Positive,Neutral,Not looking,No,3,Moderate
R10860,36200.0,-1.5,5,Neutral,Somewhat likely,Open to offers,No,4,Mild
R10861,200900.0,3.8,5,Positive,Very unlikely,Not looking,No,3,Mild
R10862,158500.0,9.7,5,Positive,Very unlikely,Actively looking,No,3,None
R10863,133200.0,10.5,3,Negative,Very unlikely,Open to offers,No,3,Severe
R10864,200200.0,1.4,4,Neutral,Very unlikely,Actively looking,No,3,Mild
R10865,59500.0,0.5,4,Neutral,Neutral,Not looking,Yes,4,None
R10866,124000.0,0.6,5,Negative,Very unlikely,Actively looking,No,5,Moderate
R10867,79200.0,5.5,3,Negative,Very unlikely,Actively looking,No,3,Mild
R10868,150600.0,9.4,3,Neutral,Somewhat likely,Open to offers,No,4,Severe
R10869,215600.0,17.2,3,Positive,Unlikely,Actively looking,No,5,Mild
R10870,176800.0,13.4,4,Neutral,Somewhat likely,Recently changed,Yes,5,Mild
R10871,49900.0,-1.9,4,Very positive,Very likely,Not looking,No,3,Mild
R10872,63600.0,-0.3,2,Very negative,Unlikely,Open to offers,No,4,None
R10873,206700.0,9.8,5,Positive,Somewhat likely,Open to offers,No,4,Moderate
R10874,101300.0,-4.8,3,Positive,Very likely,Not looking,Yes,3,Moderate
R10875,251900.0,20.5,4,Positive,Unlikely,Actively looking,No,2,Moderate
R10876,7700.0,5.1,5,Negative,Somewhat likely,Not looking,No,4,Mild
R10877,212200.0,11.5,4,Positive,Very unlikely,Open to offers,No,2,Mild
R10878,203500.0,10.9,5,Negative,Neutral,Recently changed,No,1,Mild
R10879,71800.0,-4.1,5,Positive,Somewhat likely,Open to offers,No,2,None
R10880,34500.0,6.2,4,Positive,Unlikely,Actively looking,No,2,Mild
R10881,224700.0,3.8,5,Positive,Neutral,Recently changed,No,1,Severe
R10882,46300.0,7.4,4,Very positive,Neutral,Not looking,No,4,Moderate
R10883,137200.0,5.6,3,Neutral,Neutral,Not looking,No,5,None
R10884,74200.0,-1.9,2,Negative,Neutral,Open to offers,Yes,4,Moderate
R10885,29900.0,13.9,5,Neutral,Neutral,Not looking,No,2,None
R10886,159300.0,-13.1,2,Neutral,Neutral,Not looking,No,2,Moderate
R10887,109100.0,0.3,2,Positive,Neutral,Not looking,No,4,Severe
R10888,57800.0,0.2,4,Very positive,Neutral,Open to offers,No,4,Severe
R10889,198600.0,0.2,1,Very positive,Neutral,Open to offers,No,5,Mild
R10890,23200.0,12.5,1,Neutral,Neutral,Not looking,Yes,1,Severe
R10891,70800.0,-8.4,4,Negative,Somewhat likely,Not looking,No,4,Moderate
R10892,25100.0,11.0,3,Negative,Neutral,Not looking,No,4,None
R10893,13400.0,2.2,4,Neutral,Neutral,Actively looking,No,3,Moderate
R10894,168400.0,17.4,3,Positive,Unlikely,Not looking,No,3,Moderate
R10895,166200.0,4.8,4,Neutral,Very unlikely,Open to offers,No,3,Mild
R10896,12300.0,14.4,3,Positive,Somewhat likely,Not looking,No,4,None
R10897,50700.0,1.5,3,Positive,Somewhat likely,Not looking,No,5,Mild
R10898,19000.0,14.3,4,Very positive,Neutral,Not looking,No,4,Severe
R10899,60900.0,22.2,4,Positive,Neutral,Open to offers,No,5,Moderate
R10900,136700.0,11.9,3,Neutral,Unlikely,Open to offers,No,2,None
R10901,67900.0,8.2,5,Neutral,Neutral,Open to offers,No,4,Mild
R10902,157500.0,2.4,4,Positive,Very unlikely,Open to offers,No,5,Moderate
R10903,143800.0,-10.9,4,Neutral,Unlikely,Open to offers,No,4,Mild
R10904,148500.0,5.4,2,Very positive,Neutral,Not looking,No,4,Severe
R10905,93900.0,9.9,4,Neutral,Neutral,Not looking,Yes,3,Mild
R10906,66800.0,9.7,5,Very negative,Neutral,Not looking,Yes,4,Moderate
R10907,94900.0,10.6,4,Very positive,Unlikely,Open to offers,Yes,4,Mild
R10908,156300.0,4.0,5,Positive,Neutral,Actively looking,No,4,Moderate
R10909,125900.0,16.7,1,Very positive,Very unlikely,Open to offers,No,3,Severe
R10910,186300.0,-1.1,3,Neutral,Somewhat likely,Not looking,Yes,3,None
R10911,11300.0,10.9,2,Neutral,Neutral,Not looking,No,3,Moderate
R10912,70900.0,9.7,2,Positive,Unlikely,Not looking,Yes,3,None
R10913,143100.0,3.7,4,Very positive,Neutral,Open to offers,No,4,Severe
R10914,318900.0,-2.6,3,Positive,Neutral,Not looking,No,4,Mild
R10915,89500.0,14.7,4,Positive,Somewhat likely,Recently changed,Yes,3,Mild
R10916,17500.0,-11.1,4,Neutral,Somewhat likely,Not looking,No,1,Mild
R10917,5000.0,9.7,5,Neutral,Neutral,Open to offers,Yes,5,None
R10918,124900.0,10.0,3,Positive,Neutral,Not looking,No,4,Severe
R10919,52400.0,-2.6,3,Very positive,Somewhat likely,Not looking,Yes,4,Mild
R10920,55500.0,-7.2,4,Neutral,Unlikely,Not looking,No,3,Moderate
R10921,337900.0,26.8,2,Positive,Very likely,Not looking,Yes,1,Moderate
R10922,98400.0,6.9,3,Positive,Unlikely,Open to offers,No,4,Mild
R10923,348600.0,-3.2,1,Very negative,Neutral,Not looking,Yes,5,Mild
R10924,25400.0,3.6,3,Positive,Neutral,Actively looking,No,5,Mild
R10925,22000.0,15.3,5,Positive,Very likely,Not looking,No,3,Moderate
R10926,70100.0,5.1,4,Negative,Very unlikely,Actively looking,Yes,4,None
R10927,141700.0,4.0,5,Very negative,Neutral,Open to offers,No,2,Mild
R10928,197700.0,18.7,4,Negative,Unlikely,Recently changed,No,2,Severe
R10929,201200.0,5.4,3,Negative,Neutral,Not looking,No,2,None
R10930,103600.0,12.8,1,Very positive,Unlikely,Not looking,No,5,None
R10931,59900.0,16.4,4,Neutral,Somewhat likely,Actively looking,No,2,Moderate
R10932,65900.0,12.8,4,Very positive,Very unlikely,Not looking,Yes,4,Moderate
R10933,10500.0,7.6,3,Positive,Very likely,Not looking,No,4,Moderate
R10934,61000.0,-8.3,5,Very negative,Somewhat likely,Not looking,No,5,None
R10935,47900.0,1.6,2,Positive,Neutral,Not looking,No,4,Mild
R10936,49900.0,9.5,5,Negative,Somewhat likely,Actively looking,Yes,5,Moderate
R10937,110500.0,10.6,4,Neutral,Very likely,Not looking,Yes,4,Severe
R10938,108600.0,-5.5,3,Negative,Very unlikely,Open to offers,No,4,Moderate
R10939,92300.0,11.6,5,Negative,Very unlikely,Actively looking,Yes,2,Moderate
R10940,105200.0,5.1,5,Negative,Neutral,Actively looking,No,3,None
R10941,47000.0,4.7,4,Neutral,Very unlikely,Open to offers,No,3,Moderate
R10942,17600.0,-2.4,4,Very negative,Somewhat likely,Not looking,Yes,2,Mild
R10943,55200.0,2.8,4,Very positive,Somewhat likely,Not looking,No,4,Mild
R10944,385300.0,9.6,5,Positive,Neutral,Not looking,No,5,Severe
R10945,143200.0,-11.3,4,Negative,Very unlikely,Not looking,No,4,Severe
R10946,252000.0,15.9,4,Very negative,Unlikely,Not looking,No,2,None
R10947,129700.0,8.3,4,Neutral,Neutral,Recently changed,Yes,4,Moderate
R10948,55700.0,3.3,5,Very negative,Neutral,Recently changed,No,5,Moderate
R10949,120300.0,4.7,3,Neutral,Unlikely,Open to offers,Yes,1,Severe
R10950,359800.0,9.0,5,Very positive,Neutral,Not looking,Yes,4,Mild
R10951,41000.0,5.5,3,Very negative,Somewhat likely,Actively looking,Yes,5,Mild
R10952,47900.0,5.1,2,Very positive,Somewhat likely,Not looking,No,4,Mild
R10953,95700.0,9.1,4,Positive,Neutral,Open to offers,No,3,Moderate
R10954,207100.0,13.7,2,Negative,Neutral,Recently changed,No,4,Mild
R10955,23500.0,-7.0,3,Positive,Very likely,Open to offers,No,5,Moderate
R10956,141700.0,10.7,3,Negative,Unlikely,Not looking,Yes,4,Severe
R10957,125500.0,-2.0,5,Negative,Neutral,Recently changed,No,4,Moderate
R10958,61500.0,6.3,3,Neutral,Very likely,Open to offers,Yes,4,Mild
R10959,135800.0,12.4,5,Positive,Neutral,Not looking,Yes,4,Severe
R10960,41700.0,2.2,5,Very negative,Somewhat likely,Recently changed,Yes,4,Moderate
R10961,36900.0,16.9,3,Negative,Very unlikely,Not looking,Yes,3,Moderate
R10962,95000.0,15.7,4,Very positive,Unlikely,Not looking,Yes,4,Moderate
R10963,86900.0,2.4,3,Very negative,Very unlikely,Not looking,No,4,Moderate
R10964,149400.0,-6.2,2,Neutral,Somewhat likely,Recently changed,No,2,Moderate
R10965,36600.0,17.0,2,Positive,Somewhat likely,Actively looking,No,2,Moderate
R10966,53000.0,-3.8,5,Very negative,Very unlikely,Open to offers,No,3,None
R10967,63500.0,1.8,5,Positive,Unlikely,Recently changed,Yes,2,None
R10968,245700.0,-7.9,5,Positive,Neutral,Not looking,Yes,3,None
R10969,19000.0,3.6,1,Positive,Unlikely,Not looking,Yes,3,Moderate
R10970,38900.0,-5.1,3,Negative,Unlikely,Recently changed,No,1,Mild
R10971,71300.0,-5.8,3,Neutral,Very likely,Not looking,Yes,4,Moderate
R10972,103900.0,8.3,5,Very negative,Somewhat likely,Not looking,Yes,2,Severe
R10973,183400.0,1.5,2,Positive,Neutral,Actively looking,No,4,Mild
R10974,123600.0,13.9,3,Neutral,Unlikely,Open to offers,No,3,Severe
R10975,119900.0,3.8,4,Very positive,Unlikely,Not looking,Yes,5,Severe
R10976,70200.0,-3.9,3,Positive,Very likely,Open to offers,Yes,3,None
R10977,45500.0,-10.6,3,Positive,Neutral,Recently changed,No,4,Moderate
R10978,49500.0,5.7,1,Negative,Very unlikely,Not looking,Yes,5,Severe
R10979,20800.0,5.9,4,Neutral,Neutral,Open to offers,No,4,Mild
R10980,130900.0,13.4,5,Positive,Unlikely,Open to offers,No,5,Mild
R10981,71900.0,5.2,3,Very negative,Neutral,Not looking,No,5,Severe
R10982,75800.0,3.2,5,Positive,Neutral,Not looking,Yes,4,Severe
R10983,87200.0,19.1,4,Positive,Very likely,Actively looking,No,5,None
R10984,21500.0,-1.8,4,Positive,Neutral,Not looking,No,3,None
R10985,269400.0,3.6,5,Positive,Unlikely,Open to offers,No,4,Severe
R10986,38200.0,-2.4,2,Positive,Neutral,Actively looking,No,4,Mild
R10987,98200.0,-7.3,1,Neutral,Very unlikely,Actively looking,Yes,2,Moderate
R10988,144100.0,-0.2,3,Negative,Neutral,Actively looking,No,4,None
R10989,44300.0,6.5,5,Positive,Somewhat likely,Not looking,No,1,Severe
R10990,16300.0,1.3,2,Very positive,Unlikely,Not looking,No,2,Mild
R10991,34000.0,16.2,3,Neutral,Neutral,Not looking,Yes,5,Mild
R10992,121200.0,-10.9,3,Positive,Very likely,Open to offers,Yes,5,Severe
R10993,93800.0,17.9,3,Very positive,Somewhat likely,Open to offers,Yes,3,Moderate
R10994,46800.0,5.8,5,Neutral,Neutral,Actively looking,No,4,Mild
R10995,31700.0,0.4,5,Positive,Unlikely,Open to offers,Yes,4,Mild
R10996,240600.0,-0.2,3,Positive,Neutral,Not looking,No,4,Mild
R10997,19800.0,17.8,3,Neutral,Unlikely,Actively looking,No,5,None
R10998,153500.0,8.8,5,Positive,Unlikely,Open to offers,No,5,Mild
R10999,89400.0,6.2,5,Positive,Unlikely,Not looking,No,4,Moderate
R11000,78500.0,4.4,4,Neutral,Unlikely,Open to offers,No,4,Moderate
R11001,5300.0,-3.6,3,Neutral,Neutral,Not looking,No,5,Moderate
R11002,32700.0,28.4,3,Positive,Somewhat likely,Open to offers,No,5,Mild
R11003,100900.0,14.4,5,Very positive,Somewhat likely,Open to offers,Yes,5,Moderate
R11004,81400.0,0.2,2,Very positive,Very unlikely,Actively looking,No,4,Severe
R11005,63300.0,0.1,5,Positive,Very unlikely,Recently changed,No,5,Moderate
R11006,29300.0,2.3,1,Very positive,Somewhat likely,Actively looking,No,3,None
R11007,95600.0,3.5,5,Positive,Unlikely,Open to offers,No,4,Mild
R11008,44400.0,1.5,3,Neutral,Unlikely,Open to offers,No,5,Severe
R11009,184900.0,6.3,4,Very positive,Somewhat likely,Actively looking,No,3,Mild
R11010,27600.0,10.5,4,Very positive,Neutral,Open to offers,No,4,None
R11011,54000.0,3.2,4,Negative,Very likely,Open to offers,No,5,Mild
R11012,43800.0,2.8,2,Very negative,Unlikely,Actively looking,Yes,3,Mild
R11013,47600.0,16.8,5,Very negative,Very likely,Not looking,No,4,Mild
R11014,160800.0,21.4,4,Positive,Very unlikely,Not looking,No,3,Severe
R11015,195900.0,9.8,4,Positive,Unlikely,Not looking,No,4,Moderate
R11016,90100.0,11.2,3,Very negative,Unlikely,Actively looking,No,3,Moderate
R11017,61800.0,14.3,4,Neutral,Somewhat likely,Actively looking,No,5,Moderate
R11018,58900.0,2.0,4,Negative,Unlikely,Recently changed,No,3,Moderate
R11019,39000.0,-9.4,4,Neutral,Neutral,Actively looking,No,2,Mild
R11020,220700.0,-4.1,4,Very positive,Somewhat likely,Not looking,No,1,Mild
R11021,12300.0,17.1,5,Positive,Unlikely,Recently changed,No,2,Moderate
R11022,36000.0,-0.9,4,Negative,Neutral,Recently changed,No,3,Mild
R11023,144000.0,-3.6,2,Positive,Very likely,Open to offers,No,3,Mild
R11024,49500.0,0.9,4,Neutral,Unlikely,Actively looking,No,1,None
R11025,57500.0,16.6,2,Positive,Unlikely,Open to offers,No,1,Mild
R11026,260300.0,5.9,3,Very negative,Unlikely,Not looking,Yes,3,Mild
R11027,133400.0,12.8,4,Very negative,Unlikely,Actively looking,No,3,Mild
R11028,28400.0,-1.7,4,Positive,Neutral,Not looking,No,3,None
R11029,189400.0,9.6,3,Neutral,Neutral,Recently changed,Yes,2,Moderate
R11030,192700.0,-1.8,3,Positive,Neutral,Not looking,No,1,Mild
R11031,60300.0,15.7,4,Very negative,Somewhat likely,Open to offers,No,3,Severe
R11032,217700.0,11.2,4,Very negative,Very unlikely,Open to offers,Yes,5,Severe
R11033,87400.0,-4.4,2,Neutral,Somewhat likely,Open to offers,No,3,None
R11034,114900.0,13.5,4,Very negative,Unlikely,Not looking,Yes,3,Severe
R11035,77300.0,-1.3,3,Positive,Very likely,Recently changed,Yes,3,Moderate
R11036,150300.0,3.2,4,Neutral,Neutral,Not looking,No,4,Mild
R11037,300800.0,20.1,3,Very negative,Very unlikely,Open to offers,No,4,Mild
R11038,132600.0,0.0,3,Positive,Unlikely,Open to offers,Yes,4,Mild
R11039,5000.0,7.8,5,Negative,Neutral,Actively looking,Yes,3,Mild
R11040,122900.0,2.8,4,Neutral,Very unlikely,Open to offers,No,5,Moderate
R11041,49800.0,4.0,4,Positive,Unlikely,Not looking,No,4,Mild
R11042,49400.0,-2.1,2,Neutral,Unlikely,Not looking,No,3,Moderate
R11043,103700.0,-16.7,3,Very positive,Neutral,Actively looking,No,3,Moderate
R11044,100400.0,0.5,4,Positive,Very unlikely,Actively looking,No,5,Moderate
R11045,130800.0,10.1,5,Positive,Very likely,Open to offers,Yes,4,Mild
R11046,198700.0,14.0,4,Positive,Very unlikely,Not looking,No,5,Moderate
R11047,63200.0,9.0,3,Very negative,Somewhat likely,Open to offers,No,4,Mild
R11048,150800.0,4.2,4,Very positive,Neutral,Actively looking,Yes,4,Mild
R11049,56300.0,15.9,5,Positive,Neutral,Recently changed,Yes,2,Moderate
R11050,64100.0,-2.1,4,Neutral,Somewhat likely,Actively looking,No,4,Moderate
R11051,174800.0,-2.6,4,Neutral,Very unlikely,Actively looking,No,3,Mild
R11052,150600.0,18.2,3,Very positive,Neutral,Not looking,No,4,None
R11053,27200.0,3.5,3,Negative,Somewhat likely,Open to offers,No,2,Moderate
R11054,32300.0,-7.2,3,Positive,Somewhat likely,Not looking,No,4,Moderate
R11055,107500.0,7.2,5,Positive,Neutral,Not looking,No,4,Mild
R11056,99200.0,-2.5,4,Positive,Unlikely,Open to offers,No,5,Moderate
R11057,36200.0,7.8,1,Neutral,Neutral,Actively looking,No,4,Mild
R11058,78000.0,0.5,5,Positive,Neutral,Open to offers,Yes,5,None
R11059,148700.0,-0.1,2,Neutral,Unlikely,Not looking,No,3,None
R11060,300500.0,5.6,4,Very negative,Very likely,Open to offers,No,4,None
R11061,65700.0,3.5,4,Negative,Unlikely,Not looking,No,4,Severe
R11062,162200.0,15.4,4,Positive,Very unlikely,Not looking,Yes,2,Moderate
R11063,74900.0,17.6,4,Very positive,Somewhat likely,Open to offers,No,4,Severe
R11064,17400.0,-8.8,4,Positive,Unlikely,Actively looking,Yes,3,None
R11065,83500.0,-8.2,4,Neutral,Somewhat likely,Recently changed,No,4,Moderate
R11066,221400.0,14.8,4,Positive,Very unlikely,Not looking,No,4,Moderate
R11067,5200.0,-15.4,4,Very positive,Somewhat likely,Not looking,Yes,3,Mild
R11068,121800.0,11.9,2,Positive,Neutral,Not looking,No,5,None
R11069,80900.0,3.1,5,Positive,Neutral,Open to offers,No,3,Severe
R11070,83100.0,2.7,3,Negative,Very unlikely,Not looking,No,5,Mild
R11071,33700.0,8.2,2,Neutral,Unlikely,Open to offers,No,3,None
R11072,87000.0,23.6,3,Positive,Neutral,Not looking,No,2,None
R11073,131700.0,9.2,4,Neutral,Unlikely,Not looking,Yes,5,Moderate
R11074,195200.0,9.6,4,Neutral,Very unlikely,Actively looking,No,3,Severe
R11075,15400.0,-4.5,4,Neutral,Unlikely,Not looking,No,4,Moderate
R11076,43100.0,14.3,5,Very positive,Unlikely,Actively looking,No,4,None
R11077,220100.0,8.1,4,Very positive,Unlikely,Not looking,Yes,3,Mild
R11078,23100.0,9.8,4,Very positive,Very likely,Open to offers,No,3,None
R11079,113900.0,11.3,5,Positive,Unlikely,Not looking,No,4,Mild
R11080,204100.0,0.8,3,Positive,Somewhat likely,Open to offers,No,2,None
R11081,119700.0,-10.2,2,Neutral,Somewhat likely,Not looking,No,3,None
R11082,216800.0,10.6,5,Positive,Neutral,Not looking,No,5,Mild
R11083,213900.0,14.7,3,Positive,Neutral,Not looking,No,2,Mild
R11084,113600.0,5.1,2,Very negative,Unlikely,Recently changed,Yes,3,Moderate
