respondent_id,company_has_ai_policy,ai_bias_concern_level,data_privacy_concern_level,supports_ai_regulation,has_experienced_ai_misuse,trust_in_ai_decisions
R09788,No,4,4,Agree,Yes,High
R09789,Yes - informal,2,4,Neutral,No,Low
R09790,No,3,4,Strongly agree,No,High
R09791,Yes - formal,2,4,Strongly agree,Yes,Moderate
R09792,No,3,5,Neutral,No,Low
R09793,Don't know,5,5,Disagree,No,High
R09794,No,1,5,Neutral,Unsure,High
R09795,No,4,5,Neutral,No,Moderate
R09796,Don't know,4,4,Neutral,No,High
R09797,No,4,3,Strongly agree,No,Very low
R09798,Don't know,3,5,Strongly agree,Unsure,Low
R09799,Don't know,3,4,Disagree,Unsure,Moderate
R09800,Yes - informal,4,5,Strongly agree,No,Moderate
R09801,Yes - informal,3,3,Disagree,No,Very low
R09802,Don't know,3,4,Strongly agree,No,Moderate
R09803,Don't know,5,5,Disagree,Unsure,Moderate
R09804,No,5,5,Agree,Unsure,Moderate
R09805,No,4,4,Agree,Yes,High
R09806,Yes - formal,2,4,Strongly agree,No,Moderate
R09807,Don't know,4,2,Disagree,No,Moderate
R09808,Yes - informal,4,3,Neutral,No,Moderate
R09809,No,1,4,Strongly agree,Unsure,Moderate
R09810,Yes - formal,3,5,Strongly agree,Unsure,Moderate
R09811,Yes - formal,3,4,Agree,No,Low
R09812,No,5,3,Disagree,Unsure,Moderate
R09813,Yes - informal,5,3,Agree,No,Moderate
R09814,Yes - informal,4,4,Agree,No,Moderate
R09815,Don't know,3,2,Strongly disagree,Yes,Moderate
R09816,Yes - formal,4,4,Strongly agree,No,High
R09817,Yes - formal,4,5,Agree,No,Low
R09818,Don't know,5,5,Strongly agree,No,High
R09819,No,3,5,Strongly agree,Unsure,Low
R09820,Don't know,1,5,Agree,No,Very low
R09821,Yes - informal,2,4,Neutral,No,Low
R09822,No,5,5,Strongly agree,Unsure,Low
R09823,Yes - formal,4,5,Neutral,No,Low
R09824,No,5,2,Agree,No,High
R09825,Yes - formal,4,5,Agree,Unsure,Moderate
R09826,No,5,3,Agree,No,Low
R09827,No,4,1,Disagree,No,Moderate
R09828,Yes - informal,3,4,Neutral,No,Moderate
R09829,No,1,3,Neutral,No,Moderate
R09830,Yes - informal,4,4,Agree,No,Low
R09831,No,3,4,Disagree,No,Low
R09832,Yes - informal,3,4,Strongly agree,No,Moderate
R09833,Yes - formal,4,4,Neutral,No,Low
R09834,No,3,4,Agree,Yes,High
R09835,Yes - informal,5,5,Disagree,No,Moderate
R09836,No,4,5,Strongly agree,No,Moderate
R09837,Yes - informal,3,3,Agree,No,High
R09838,Don't know,3,3,Neutral,No,High
R09839,No,3,4,Strongly agree,Unsure,Low
R09840,No,5,4,Neutral,Yes,Moderate
R09841,No,3,4,Disagree,No,Low
R09842,Yes - informal,5,3,Agree,Unsure,Moderate
R09843,No,4,5,Strongly agree,No,Moderate
R09844,Don't know,4,5,Strongly agree,No,Moderate
R09845,No,4,2,Strongly disagree,Yes,Moderate
R09846,Yes - informal,3,3,Strongly disagree,Unsure,Low
R09847,No,4,5,Strongly disagree,Unsure,Moderate
R09848,Yes - informal,1,5,Disagree,Yes,Low
R09849,Yes - informal,4,5,Agree,No,High
R09850,Don't know,5,4,Disagree,No,Low
R09851,Yes - formal,4,4,Neutral,Yes,Moderate
R09852,Don't know,3,3,Agree,No,Moderate
R09853,Yes - formal,3,3,Agree,No,Moderate
R09854,No,4,4,Strongly disagree,No,Low
R09855,Yes - formal,2,5,Disagree,No,High
R09856,No,5,5,Neutral,No,Very low
R09857,Yes - informal,1,5,Agree,No,Low
R09858,Yes - formal,4,4,Agree,No,High
R09859,Don't know,3,3,Agree,No,Very low
R09860,No,2,5,Strongly disagree,No,Low
R09861,Don't know,4,4,Agree,Unsure,Low
R09862,Yes - formal,4,4,Agree,Yes,Moderate
R09863,Don't know,4,4,Neutral,No,Low
R09864,Yes - formal,3,4,Neutral,No,Moderate
R09865,Don't know,5,2,Neutral,Unsure,Moderate
R09866,Yes - informal,4,3,Disagree,Unsure,High
R09867,Yes - informal,3,2,Agree,Yes,High
R09868,No,5,5,Strongly agree,No,Very low
R09869,No,5,5,Agree,Unsure,High
R09870,Don't know,4,4,Neutral,No,High
R09871,Yes - informal,5,3,Agree,No,Moderate
R09872,Yes - informal,5,3,Strongly agree,No,Moderate
R09873,Yes - informal,3,5,Strongly agree,No,Moderate
R09874,Don't know,3,5,Strongly agree,Unsure,Moderate
R09875,No,2,5,Agree,No,Moderate
R09876,Yes - formal,1,3,Agree,Unsure,High
R09877,Yes - formal,5,3,Strongly agree,No,High
R09878,Yes - formal,5,4,Neutral,No,High
R09879,Yes - informal,3,5,Neutral,Unsure,High
R09880,Yes - informal,4,5,Agree,Unsure,Moderate
R09881,No,4,4,Agree,No,Low
R09882,Don't know,4,2,Disagree,Unsure,High
R09883,Yes - formal,3,3,Strongly agree,No,Moderate
R09884,Yes - informal,5,4,Strongly disagree,Yes,High
R09885,No,4,4,Disagree,Unsure,Moderate
R09886,No,3,2,Agree,Yes,Moderate
R09887,No,3,3,Neutral,No,High
R09888,No,5,5,Neutral,No,Moderate
R09889,Yes - formal,3,5,Neutral,No,Moderate
R09890,Yes - formal,4,5,Agree,Yes,Low
R09891,Yes - formal,3,4,Disagree,No,Low
R09892,No,2,5,Agree,No,Moderate
R09893,Don't know,3,3,Neutral,No,Moderate
R09894,Don't know,4,3,Agree,Unsure,High
R09895,Don't know,2,3,Strongly disagree,No,High
R09896,Yes - formal,3,3,Neutral,Unsure,Moderate
R09897,Yes - formal,3,3,Strongly agree,No,Low
R09898,No,4,5,Agree,No,Low
R09899,Don't know,1,5,Strongly agree,Unsure,Moderate
R09900,No,4,3,Agree,No,Moderate
R09901,Yes - informal,2,2,Agree,Unsure,Very low
R09902,Yes - informal,4,4,Strongly agree,No,Moderate
R09903,Yes - informal,2,4,Disagree,No,Moderate
R09904,No,5,3,Neutral,Unsure,Low
R09905,Yes - formal,2,5,Disagree,No,High
R09906,No,3,3,Neutral,No,High
R09907,No,2,4,Disagree,Unsure,Very low
R09908,Don't know,5,5,Strongly disagree,No,Moderate
R09909,Don't know,3,5,Agree,Unsure,Very low
R09910,Yes - informal,5,4,Agree,No,Low
R09911,Yes - informal,3,5,Neutral,Yes,High
R09912,Yes - informal,3,3,Agree,Yes,Moderate
R09913,No,2,3,Neutral,No,Moderate
R09914,No,5,5,Neutral,No,Low
R09915,Yes - formal,5,5,Neutral,No,Moderate
R09916,No,3,4,Neutral,Unsure,Moderate
R09917,Yes - formal,3,3,Neutral,Unsure,Low
R09918,No,2,5,Strongly disagree,No,Very low
R09919,Don't know,5,2,Strongly disagree,No,Low
R09920,No,4,3,Neutral,Unsure,Very low
R09921,Don't know,2,3,Neutral,No,Low
R09922,Yes - formal,5,5,Disagree,No,High
R09923,Yes - formal,5,3,Strongly agree,No,Low
R09924,No,3,4,Agree,No,Low
R09925,No,5,5,Strongly agree,No,Moderate
R09926,Don't know,3,5,Agree,Yes,Low
R09927,Yes - formal,4,4,Agree,No,Moderate
R09928,Don't know,3,5,Strongly agree,No,Moderate
R09929,Yes - formal,2,4,Agree,No,Very low
R09930,No,3,4,Strongly disagree,Unsure,Moderate
R09931,Yes - formal,4,3,Agree,No,Moderate
R09932,No,1,3,Strongly disagree,No,Moderate
R09933,Don't know,4,3,Strongly agree,Unsure,High
R09934,Yes - informal,3,3,Disagree,Unsure,Low
R09935,No,4,5,Disagree,Yes,Low
R09936,Yes - informal,3,4,Strongly agree,No,Low
R09937,Don't know,3,3,Strongly agree,Unsure,Moderate
R09938,Don't know,2,3,Neutral,Unsure,High
R09939,Yes - formal,2,4,Agree,Unsure,Very low
R09940,Don't know,3,4,Agree,No,Moderate
R09941,Yes - formal,2,4,Agree,Unsure,Low
R09942,Don't know,2,4,Disagree,No,Low
R09943,No,4,5,Strongly agree,Unsure,Moderate
R09944,Yes - informal,2,5,Neutral,Unsure,Low
R09945,Don't know,3,4,Neutral,No,High
R09946,Yes - formal,5,4,Neutral,No,Very low
R09947,No,1,4,Agree,No,Moderate
R09948,Yes - informal,4,1,Strongly agree,Unsure,Moderate
R09949,Yes - formal,2,4,Neutral,No,Low
R09950,Yes - formal,5,3,Disagree,No,Low
R09951,Yes - formal,4,1,Neutral,Unsure,Moderate
R09952,Yes - formal,2,3,Neutral,Unsure,High
R09953,No,5,3,Agree,No,High
R09954,No,5,3,Disagree,Unsure,Low
R09955,Yes - formal,5,3,Strongly agree,No,Moderate
R09956,Don't know,5,5,Strongly agree,No,Very low
R09957,Don't know,5,4,Agree,No,Moderate
R09958,Yes - informal,3,5,Disagree,No,Very low
R09959,No,5,5,Strongly agree,Yes,Moderate
R09960,Yes - informal,3,3,Agree,Yes,High
R09961,Yes - informal,2,4,Disagree,Yes,Moderate
R09962,No,1,4,Agree,No,Moderate
R09963,No,5,4,Strongly agree,Yes,Moderate
R09964,No,2,3,Agree,Yes,Low
R09965,Don't know,5,4,Disagree,No,Moderate
R09966,Don't know,3,4,Strongly disagree,Yes,Moderate
R09967,No,3,5,Agree,No,Moderate
R09968,Yes - informal,5,4,Strongly agree,No,Low
R09969,Yes - formal,3,5,Neutral,No,High
R09970,Yes - formal,3,5,Agree,Unsure,High
R09971,Yes - informal,3,4,Disagree,No,Low
R09972,Yes - informal,5,4,Neutral,Yes,Low
R09973,Don't know,3,2,Strongly disagree,Unsure,Very low
R09974,No,4,5,Agree,No,Moderate
R09975,No,3,5,Agree,No,Low
R09976,No,4,5,Agree,Unsure,Moderate
R09977,No,4,2,Neutral,No,Moderate
R09978,Don't know,3,4,Neutral,No,Moderate
R09979,No,3,5,Agree,Unsure,Very low
R09980,Don't know,2,5,Neutral,No,Low
R09981,No,1,3,Strongly agree,Unsure,Low
R09982,Don't know,2,5,Strongly agree,Unsure,Moderate
R09983,Yes - formal,4,4,Strongly agree,No,Moderate
R09984,Yes - informal,3,4,Strongly agree,Yes,Moderate
R09985,No,5,4,Neutral,Unsure,Moderate
R09986,Don't know,3,2,Agree,No,Low
R09987,Don't know,5,4,Strongly agree,No,Low
R09988,Yes - formal,3,3,Agree,Unsure,Moderate
R09989,Don't know,3,4,Agree,Yes,Moderate
R09990,Yes - informal,4,4,Neutral,Yes,Moderate
R09991,Yes - formal,5,5,Neutral,No,Moderate
R09992,Yes - formal,3,4,Strongly agree,Unsure,Moderate
R09993,No,4,4,Agree,Yes,Moderate
R09994,Yes - formal,4,3,Strongly agree,No,Very low
R09995,Yes - formal,4,3,Strongly agree,Unsure,High
R09996,Yes - informal,3,5,Agree,No,Low
R09997,Don't know,5,5,Agree,Unsure,Low
R09998,Don't know,5,5,Agree,Unsure,Moderate
R09999,No,4,5,Agree,No,High
R10000,No,3,3,Agree,No,Moderate
R10001,Yes - informal,2,5,Strongly agree,No,High
R10002,Yes - informal,4,3,Strongly agree,No,Moderate
R10003,Yes - formal,4,5,Agree,No,Very low
R10004,Yes - informal,3,4,Disagree,No,High
R10005,Yes - formal,2,5,Agree,No,Low
R10006,No,1,5,Neutral,No,High
R10007,No,3,5,Neutral,No,Moderate
R10008,Don't know,4,4,Agree,Unsure,Low
R10009,Yes - formal,4,5,Neutral,No,Very low
R10010,No,1,2,Agree,Unsure,Low
R10011,Don't know,4,5,Agree,No,High
R10012,Yes - informal,2,4,Agree,Yes,High
R10013,Yes - formal,3,5,Agree,No,Low
R10014,Yes - formal,1,5,Neutral,No,Very low
R10015,No,5,4,Strongly agree,No,Low
R10016,No,5,4,Neutral,No,Moderate
R10017,Don't know,2,4,Agree,No,Moderate
R10018,Yes - formal,4,4,Agree,No,Moderate
R10019,No,4,3,Disagree,No,Low
R10020,No,5,5,Strongly disagree,Unsure,Very low
R10021,No,4,5,Neutral,No,Low
R10022,No,3,3,Strongly agree,Yes,High
R10023,No,5,4,Agree,No,Low
R10024,No,5,4,Strongly agree,No,Low
R10025,Yes - informal,4,5,Agree,No,High
R10026,Yes - informal,5,5,Neutral,No,High
R10027,No,5,5,Agree,Unsure,High
R10028,No,4,4,Strongly disagree,No,Moderate
R10029,Yes - formal,4,2,Neutral,Unsure,Low
R10030,Yes - informal,4,4,Agree,Unsure,Low
R10031,No,5,5,Strongly agree,No,Moderate
R10032,No,4,5,Strongly agree,Unsure,High
R10033,No,1,4,Agree,No,Moderate
R10034,Yes - formal,4,3,Agree,Unsure,Low
R10035,Yes - informal,4,5,Strongly agree,Yes,Moderate
R10036,Yes - formal,5,4,Agree,No,Low
R10037,Yes - formal,4,4,Strongly agree,Unsure,Low
R10038,Yes - informal,2,4,Agree,No,Moderate
R10039,Yes - formal,3,4,Agree,No,Very low
R10040,No,4,3,Strongly agree,Unsure,Moderate
R10041,Yes - informal,2,5,Disagree,Unsure,Low
R10042,Don't know,5,4,Strongly agree,Unsure,Moderate
R10043,Don't know,4,3,Strongly agree,No,Very low
R10044,No,4,4,Agree,No,Moderate
R10045,Yes - formal,3,3,Neutral,No,Low
R10046,Yes - informal,4,4,Agree,No,Very low
R10047,Yes - formal,4,5,Neutral,Yes,Moderate
R10048,Yes - formal,5,3,Disagree,Yes,Very low
R10049,Yes - formal,5,4,Strongly agree,Unsure,High
R10050,Yes - informal,4,2,Neutral,No,Moderate
R10051,Don't know,4,4,Strongly disagree,No,Moderate
R10052,Yes - formal,5,5,Neutral,Yes,High
R10053,Don't know,3,3,Agree,No,Moderate
R10054,Don't know,2,4,Disagree,No,Moderate
R10055,Yes - informal,3,2,Strongly agree,No,Low
R10056,No,2,3,Agree,No,High
R10057,Yes - formal,2,4,Agree,No,High
R10058,Yes - informal,4,5,Disagree,No,Moderate
R10059,Yes - informal,5,4,Strongly agree,Yes,Moderate
R10060,Yes - informal,4,2,Agree,No,High
R10061,Yes - formal,5,4,Neutral,No,Moderate
R10062,Yes - informal,5,4,Agree,No,Very low
R10063,No,3,5,Strongly agree,No,Moderate
R10064,Yes - informal,4,5,Neutral,Unsure,High
R10065,No,5,5,Neutral,No,Moderate
R10066,Yes - formal,4,4,Neutral,No,Moderate
R10067,Yes - formal,2,5,Strongly agree,No,Low
R10068,Don't know,5,3,Neutral,Unsure,High
R10069,Yes - informal,2,3,Neutral,No,High
R10070,No,5,5,Agree,No,Low
R10071,Yes - informal,4,1,Neutral,No,High
R10072,Yes - formal,1,4,Disagree,No,Low
R10073,Yes - informal,3,5,Agree,No,Moderate
R10074,Yes - formal,3,2,Neutral,No,Moderate
R10075,Don't know,3,5,Agree,Unsure,Low
R10076,No,5,3,Agree,No,Low
R10077,Yes - informal,4,4,Agree,Yes,Low
R10078,No,3,3,Agree,No,Moderate
R10079,Yes - informal,5,3,Strongly agree,No,High
R10080,Don't know,4,4,Strongly agree,Unsure,Moderate
R10081,Yes - formal,4,5,Strongly disagree,No,High
R10082,Don't know,4,4,Neutral,No,High
R10083,Yes - informal,3,4,Neutral,Yes,Very low
R10084,No,5,4,Strongly agree,Unsure,High
R10085,Don't know,3,5,Strongly agree,No,Moderate
R10086,No,2,4,Strongly agree,No,Low
R10087,Yes - formal,4,5,Strongly agree,No,Moderate
R10088,Yes - formal,5,4,Strongly agree,No,Moderate
R10089,Don't know,3,4,Agree,No,Moderate
R10090,No,4,5,Neutral,No,Low
R10091,Yes - informal,4,5,Agree,No,Moderate
R10092,Don't know,4,3,Strongly disagree,No,High
R10093,Yes - formal,5,3,Neutral,No,Low
R10094,Yes - formal,3,5,Disagree,Yes,High
R10095,No,4,4,Strongly agree,No,Very low
R10096,Yes - formal,4,5,Agree,Yes,Low
R10097,Yes - formal,4,2,Disagree,Yes,High
R10098,Yes - formal,3,3,Strongly agree,Unsure,Very low
R10099,No,4,4,Neutral,No,Moderate
R10100,Don't know,3,5,Neutral,No,Moderate
R10101,No,2,5,Strongly agree,Unsure,Low
R10102,Don't know,5,2,Disagree,No,Moderate
R10103,No,5,4,Neutral,No,Moderate
R10104,Yes - formal,5,4,Agree,Unsure,Very low
R10105,Yes - formal,3,4,Strongly disagree,Yes,Low
R10106,Yes - formal,4,2,Agree,No,High
R10107,Yes - informal,1,4,Strongly agree,Unsure,Moderate
R10108,No,5,3,Agree,Yes,Moderate
R10109,Yes - informal,1,5,Agree,Yes,Low
R10110,Yes - formal,4,4,Neutral,Unsure,Moderate
R10111,Yes - formal,5,4,Agree,No,Very low
R10112,Don't know,4,4,Agree,No,Moderate
R10113,Don't know,5,5,Agree,No,High
R10114,Don't know,4,5,Agree,Unsure,High
R10115,No,5,3,Agree,Yes,Low
R10116,No,4,5,Neutral,No,Low
R10117,No,5,5,Strongly disagree,No,Low
R10118,Yes - formal,2,1,Agree,Unsure,Moderate
R10119,Yes - informal,3,3,Strongly agree,No,Low
R10120,Yes - informal,2,3,Strongly agree,Unsure,Moderate
R10121,No,5,3,Disagree,No,Very low
R10122,Don't know,5,5,Agree,No,Moderate
R10123,Don't know,3,3,Strongly agree,No,Moderate
R10124,Yes - informal,4,4,Strongly agree,No,Low
R10125,Don't know,2,4,Strongly agree,No,Moderate
R10126,Don't know,5,5,Agree,Unsure,Moderate
R10127,Yes - formal,1,4,Strongly agree,No,Very low
R10128,No,5,4,Neutral,Unsure,High
R10129,Yes - informal,3,5,Agree,No,Low
R10130,Yes - informal,4,4,Neutral,No,High
R10131,Yes - informal,4,5,Agree,No,Moderate
R10132,Don't know,2,3,Agree,Yes,Moderate
R10133,Yes - formal,4,5,Neutral,Yes,Moderate
R10134,Yes - formal,3,4,Disagree,No,Very low
R10135,Yes - informal,4,4,Strongly agree,No,Very low
R10136,Yes - informal,5,3,Strongly disagree,Unsure,Moderate
R10137,No,4,3,Strongly disagree,No,High
R10138,Yes - informal,4,4,Agree,Unsure,High
R10139,Yes - formal,5,1,Disagree,Unsure,Moderate
R10140,No,5,5,Strongly agree,No,Low
R10141,Yes - formal,4,5,Agree,Unsure,Very low
R10142,No,4,5,Agree,No,Low
R10143,Yes - formal,3,4,Agree,No,High
R10144,No,3,5,Agree,Yes,Moderate
R10145,No,4,5,Agree,Unsure,Moderate
R10146,Yes - formal,4,4,Agree,Unsure,Very low
R10147,Don't know,4,3,Strongly agree,No,Moderate
R10148,Yes - formal,5,5,Agree,Yes,High
R10149,Yes - informal,4,3,Neutral,No,Moderate
R10150,No,3,4,Neutral,Yes,Moderate
R10151,No,3,3,Agree,Yes,Low
R10152,No,3,3,Agree,No,Moderate
R10153,Yes - formal,3,3,Agree,No,Moderate
R10154,No,3,4,Agree,No,High
R10155,Yes - informal,3,5,Strongly agree,No,Low
R10156,Yes - informal,4,3,Neutral,No,Moderate
R10157,Don't know,4,3,Agree,No,High
R10158,Don't know,5,3,Disagree,No,Moderate
R10159,No,4,5,Agree,Yes,High
R10160,Don't know,3,4,Agree,No,Low
R10161,Don't know,4,4,Agree,Unsure,Very low
R10162,No,4,3,Agree,No,Very low
R10163,No,4,4,Agree,Unsure,High
R10164,Yes - formal,4,4,Strongly agree,No,Very low
R10165,No,5,5,Agree,No,Moderate
R10166,Yes - formal,3,4,Agree,Yes,High
R10167,Yes - informal,5,3,Agree,No,Moderate
R10168,Don't know,4,5,Strongly agree,No,High
R10169,Yes - formal,4,5,Disagree,No,High
R10170,No,3,5,Disagree,No,Low
R10171,Yes - informal,4,3,Strongly disagree,No,Moderate
R10172,Yes - informal,2,5,Agree,No,Moderate
R10173,Yes - formal,4,5,Agree,Yes,Very low
R10174,No,4,5,Agree,Yes,Low
R10175,No,4,5,Neutral,Unsure,Moderate
R10176,Yes - informal,2,5,Agree,No,High
R10177,No,3,5,Strongly agree,Yes,Low
R10178,No,5,2,Agree,Unsure,High
R10179,Yes - informal,5,4,Neutral,Yes,Low
R10180,No,3,3,Agree,Unsure,Moderate
R10181,No,4,5,Disagree,No,Low
R10182,Yes - informal,4,3,Strongly agree,No,High
R10183,No,5,4,Agree,Yes,Low
R10184,Yes - formal,2,1,Strongly agree,No,Very low
R10185,No,4,3,Strongly agree,Unsure,Moderate
R10186,Yes - formal,3,1,Agree,Yes,High
R10187,No,5,4,Agree,Unsure,Low
R10188,Yes - informal,3,4,Neutral,No,Moderate
R10189,No,5,5,Agree,Unsure,Moderate
R10190,No,1,5,Disagree,Yes,Very low
R10191,Don't know,3,5,Agree,No,Low
R10192,Yes - informal,5,5,Neutral,Unsure,Moderate
R10193,Yes - informal,3,4,Agree,No,Moderate
R10194,Yes - informal,4,4,Agree,No,Moderate
R10195,No,4,4,Agree,Unsure,Very low
R10196,Don't know,3,4,Strongly agree,No,High
R10197,Yes - informal,1,4,Agree,No,Moderate
R10198,Yes - formal,3,3,Strongly disagree,No,Moderate
R10199,Don't know,5,4,Disagree,Yes,Low
R10200,Yes - informal,4,5,Neutral,Unsure,Low
R10201,Don't know,5,4,Agree,Yes,Low
R10202,No,4,5,Disagree,Unsure,Moderate
R10203,Don't know,3,3,Agree,Unsure,Moderate
R10204,Yes - formal,4,5,Disagree,Yes,Moderate
R10205,Yes - informal,5,3,Neutral,Unsure,Very low
R10206,Don't know,2,5,Strongly agree,Yes,Very low
R10207,Don't know,1,2,Neutral,No,Low
R10208,Yes - informal,3,4,Strongly agree,Yes,High
R10209,Yes - formal,2,3,Strongly agree,Unsure,Moderate
R10210,Yes - formal,4,5,Neutral,Unsure,Low
R10211,Yes - informal,5,4,Strongly disagree,Unsure,Moderate
R10212,Yes - informal,3,5,Strongly agree,No,Moderate
R10213,Yes - informal,3,4,Neutral,No,Low
R10214,Yes - informal,3,5,Neutral,No,High
R10215,Yes - informal,5,5,Disagree,No,High
R10216,Don't know,5,3,Agree,No,High
R10217,No,2,2,Agree,Unsure,Moderate
R10218,Yes - formal,4,4,Strongly disagree,Unsure,Moderate
R10219,Yes - informal,5,5,Neutral,No,Very low
R10220,Yes - formal,4,1,Agree,Yes,Moderate
R10221,No,5,5,Neutral,Yes,Moderate
R10222,Yes - informal,5,5,Strongly disagree,No,Moderate
R10223,Yes - informal,4,4,Strongly disagree,Unsure,Moderate
R10224,Yes - informal,4,5,Agree,No,Moderate
R10225,No,4,4,Agree,No,Low
R10226,Don't know,4,3,Agree,Yes,Very low
R10227,Don't know,4,4,Strongly disagree,No,Low
R10228,No,4,2,Strongly agree,No,Low
R10229,Yes - informal,3,3,Neutral,No,Moderate
R10230,No,3,5,Strongly agree,No,Moderate
R10231,Yes - informal,5,4,Neutral,No,High
R10232,Yes - formal,5,4,Agree,Unsure,Very low
R10233,Yes - informal,3,1,Strongly disagree,Unsure,Very low
R10234,Yes - informal,5,5,Neutral,Yes,Low
R10235,Yes - formal,3,4,Disagree,No,Moderate
R10236,No,3,5,Neutral,No,Moderate
R10237,No,5,5,Agree,No,Low
R10238,No,4,3,Agree,No,High
R10239,No,3,3,Strongly disagree,No,Low
R10240,No,3,4,Strongly disagree,Unsure,Moderate
R10241,Yes - informal,3,3,Agree,No,Very low
R10242,Yes - informal,4,1,Strongly agree,No,High
R10243,No,2,3,Strongly agree,Yes,Moderate
R10244,No,1,5,Strongly disagree,No,Moderate
R10245,No,4,4,Strongly agree,Unsure,High
R10246,Don't know,5,5,Strongly disagree,Unsure,Moderate
R10247,Yes - formal,4,3,Disagree,No,High
R10248,No,5,3,Agree,Yes,Low
R10249,No,1,5,Agree,No,Low
R10250,Don't know,5,3,Disagree,No,Low
R10251,No,3,3,Neutral,Yes,Moderate
R10252,No,3,4,Neutral,No,Moderate
R10253,Don't know,4,3,Neutral,No,Moderate
R10254,Yes - informal,5,3,Agree,No,Low
R10255,Yes - formal,3,3,Agree,Yes,Moderate
R10256,No,5,3,Strongly disagree,Unsure,Moderate
R10257,No,4,5,Strongly agree,No,Low
R10258,No,3,3,Disagree,No,Moderate
R10259,No,4,5,Neutral,No,Moderate
R10260,No,3,4,Disagree,No,Moderate
R10261,Yes - formal,3,3,Agree,No,Moderate
R10262,Yes - informal,5,4,Agree,No,Moderate
R10263,No,5,4,Neutral,Yes,Low
R10264,No,3,1,Strongly agree,No,High
R10265,Don't know,3,2,Agree,No,High
R10266,Yes - informal,3,5,Neutral,Unsure,Low
R10267,No,2,4,Agree,No,Moderate
R10268,Don't know,4,1,Strongly disagree,No,Very low
R10269,Don't know,5,4,Agree,Unsure,Moderate
R10270,No,2,3,Agree,No,Moderate
R10271,No,3,5,Disagree,Unsure,Moderate
R10272,Don't know,3,4,Agree,No,Moderate
R10273,Yes - formal,5,3,Strongly disagree,No,Very low
R10274,No,2,3,Agree,No,Low
R10275,Don't know,4,5,Strongly agree,No,Very low
R10276,Don't know,2,4,Strongly agree,No,Very low
R10277,Yes - formal,5,3,Strongly agree,Yes,Moderate
R10278,Yes - formal,5,3,Disagree,Unsure,High
R10279,Don't know,4,5,Strongly agree,No,Low
R10280,Yes - formal,4,5,Agree,No,Low
R10281,No,3,5,Strongly agree,No,Low
R10282,Yes - formal,4,5,Neutral,No,Moderate
R10283,Yes - informal,5,3,Neutral,No,Moderate
R10284,Don't know,4,2,Agree,Unsure,Low
R10285,No,3,4,Strongly agree,Yes,High
R10286,Yes - informal,5,2,Neutral,No,Low
R10287,Don't know,4,4,Agree,No,High
R10288,No,3,4,Disagree,Unsure,Very low
R10289,No,4,4,Strongly agree,Unsure,Very low
R10290,No,4,3,Strongly agree,Unsure,Moderate
R10291,Yes - formal,5,5,Strongly agree,No,Moderate
R10292,No,3,2,Neutral,No,Moderate
R10293,Don't know,5,4,Strongly disagree,Unsure,Moderate
R10294,No,3,3,Agree,Yes,Moderate
R10295,No,4,5,Disagree,Unsure,High
R10296,Yes - informal,4,1,Strongly disagree,No,Moderate
R10297,Yes - informal,2,5,Agree,No,Low
R10298,Yes - informal,4,3,Agree,No,High
R10299,No,5,4,Agree,No,Moderate
R10300,Yes - formal,3,5,Agree,No,High
R10301,No,4,4,Strongly disagree,No,Very low
R10302,No,2,5,Disagree,No,Moderate
R10303,Yes - formal,1,3,Neutral,Yes,Moderate
R10304,Yes - formal,5,2,Agree,No,High
R10305,No,3,4,Strongly agree,Unsure,Very low
R10306,Yes - informal,4,3,Disagree,Unsure,Low
R10307,Yes - informal,3,4,Disagree,No,Very low
R10308,No,4,5,Agree,No,Very low
R10309,No,4,3,Agree,No,Low
R10310,No,3,5,Strongly agree,Yes,Low
R10311,Don't know,3,4,Agree,No,Low
R10312,No,5,5,Neutral,No,Low
R10313,Yes - formal,2,4,Agree,No,Moderate
R10314,No,3,4,Agree,No,Moderate
R10315,No,4,4,Strongly disagree,Unsure,Moderate
R10316,Don't know,4,5,Agree,No,Moderate
R10317,Yes - informal,3,4,Neutral,No,High
R10318,Yes - formal,5,4,Neutral,Yes,Moderate
R10319,Yes - formal,4,4,Neutral,No,High
R10320,No,5,5,Agree,No,Low
R10321,Yes - informal,4,5,Neutral,No,Low
R10322,Yes - informal,4,3,Strongly disagree,Yes,Low
R10323,Yes - formal,4,3,Agree,No,Low
R10324,Yes - formal,5,4,Agree,No,Low
R10325,Yes - formal,5,5,Strongly disagree,No,Low
R10326,Don't know,4,1,Neutral,Unsure,Very low
R10327,No,4,2,Disagree,Yes,High
R10328,Yes - formal,1,3,Agree,No,Moderate
R10329,Yes - formal,2,3,Strongly agree,No,Moderate
R10330,Yes - formal,5,3,Disagree,Unsure,Low
R10331,Yes - informal,2,3,Strongly agree,Unsure,Moderate
R10332,Don't know,3,2,Strongly disagree,No,Moderate
R10333,Don't know,5,5,Agree,No,Low
R10334,Yes - informal,5,5,Strongly agree,No,High
R10335,No,5,5,Agree,No,Moderate
R10336,Yes - informal,5,5,Agree,Unsure,Moderate
R10337,No,4,5,Neutral,No,Moderate
R10338,No,2,4,Agree,No,High
R10339,Don't know,4,5,Agree,Unsure,Low
R10340,Yes - informal,3,5,Neutral,No,Very low
R10341,Yes - formal,3,1,Strongly agree,No,Moderate
R10342,No,5,4,Strongly agree,No,Low
R10343,No,5,5,Strongly agree,No,Moderate
