respondent_id,ai_tool,usage_frequency,productivity_change_pct,satisfaction_score,primary_use_case
R11075,Devin,Several times a week,30.7,5,Code generation
R11076,Custom In-house AI,Weekly,38.7,4,Customer support automation
R11077,v0 by Vercel,Daily,49.4,3,Research
R11077,Perplexity,Daily,9.0,5,Debugging
R11077,Notion AI,Several times a week,10.7,5,Writing & docs
R11077,Hugging Face Models,Several times a week,34.2,5,Code generation
R11077,Gemini,Daily,25.6,4,Customer support automation
R11078,v0 by Vercel,Several times a week,38.2,1,Code generation
R11078,Tableau AI,Weekly,66.3,5,Translation
R11078,LLaMA / Open-source LLMs,Monthly,58.5,4,Code generation
R11078,ChatGPT,Weekly,46.6,5,Writing & docs
R11078,Replit AI,Rarely,17.4,1,Customer support automation
R11079,Jasper AI,Monthly,70.6,4,Writing & docs
R11080,Jasper AI,Monthly,40.9,4,Debugging
R11080,Cursor,Several times a week,58.5,4,Image generation
R11081,v0 by Vercel,Daily,32.3,3,Debugging
R11081,Notion AI,Weekly,27.2,5,Workflow automation
R11081,Midjourney,Several times a week,53.3,3,Code generation
R11081,Google Vertex AI,Several times a week,34.5,4,Translation
R11081,ChatGPT,Monthly,16.9,5,Research
R11082,Azure OpenAI,Rarely,-16.1,4,Customer support automation
R11083,Hugging Face Models,Daily,17.1,5,Code generation
R11083,Replit AI,Weekly,3.6,4,Brainstorming
R11083,Custom In-house AI,Several times a week,41.4,5,Debugging
R11083,Jasper AI,Weekly,12.6,3,Code generation
R11083,AWS Bedrock,Several times a week,49.0,3,Data analysis
R11084,AWS Bedrock,Monthly,-6.0,4,Debugging
R11084,GitHub Copilot,Weekly,50.6,5,Data analysis
R11084,Notion AI,Several times a week,61.6,5,Research
R11085,LLaMA / Open-source LLMs,Weekly,21.6,3,Workflow automation
R11085,Midjourney,Daily,41.1,5,Workflow automation
R11085,Gemini,Weekly,36.8,5,Data analysis
R11086,AWS Bedrock,Monthly,44.5,3,Customer support automation
R11086,Google Vertex AI,Daily,39.0,5,Debugging
R11087,Notion AI,Weekly,5.0,3,Customer support automation
R11087,Midjourney,Monthly,36.1,4,Writing & docs
R11087,Tableau AI,Weekly,48.4,5,Research
R11088,Notion AI,Daily,47.7,2,Workflow automation
R11088,Stable Diffusion,Several times a week,71.6,3,Code generation
R11088,Google Vertex AI,Several times a week,50.6,5,Brainstorming
R11088,Hugging Face Models,Rarely,8.1,5,Image generation
R11088,Midjourney,Weekly,15.6,5,Image generation
R11089,Replit AI,Monthly,11.7,3,Research
R11089,Claude,Rarely,34.9,4,Translation
R11089,Notion AI,Several times a week,22.5,4,Code generation
R11090,Replit AI,Several times a week,36.0,4,Workflow automation
R11090,LLaMA / Open-source LLMs,Rarely,37.1,4,Image generation
R11090,AWS Bedrock,Several times a week,12.5,3,Writing & docs
R11090,Midjourney,Monthly,41.6,5,Translation
R11090,v0 by Vercel,Weekly,34.0,4,Workflow automation
R11091,AWS Bedrock,Weekly,27.9,4,Brainstorming
R11091,LLaMA / Open-source LLMs,Weekly,-5.3,4,Debugging
R11091,Google Vertex AI,Weekly,68.8,4,Data analysis
R11091,ChatGPT,Several times a week,42.4,5,Translation
R11091,Hugging Face Models,Monthly,48.5,4,Code generation
R11091,v0 by Vercel,Several times a week,15.5,5,Writing & docs
R11092,Claude,Weekly,13.2,5,Writing & docs
R11092,Cursor,Weekly,15.7,4,Translation
R11092,Perplexity,Monthly,26.9,4,Brainstorming
R11092,v0 by Vercel,Rarely,14.2,5,Workflow automation
R11092,Notion AI,Rarely,52.6,5,Research
R11092,AWS Bedrock,Daily,36.2,5,Code generation
R11093,Stable Diffusion,Monthly,27.5,4,Brainstorming
R11094,Perplexity,Rarely,41.1,4,Translation
R11094,v0 by Vercel,Daily,38.8,5,Code generation
R11094,Midjourney,Monthly,20.1,3,Brainstorming
R11094,AWS Bedrock,Several times a week,15.9,5,Research
R11094,Replit AI,Monthly,-4.6,5,Code generation
R11094,ChatGPT,Monthly,54.3,5,Data analysis
R11095,Devin,Weekly,32.2,5,Data analysis
R11095,Perplexity,Several times a week,54.2,5,Code generation
R11095,Midjourney,Rarely,22.7,3,Debugging
R11096,ChatGPT,Daily,12.5,4,Customer support automation
R11096,Azure OpenAI,Several times a week,47.2,5,Image generation
R11096,Hugging Face Models,Weekly,12.1,4,Workflow automation
R11097,ChatGPT,Several times a week,21.6,5,Writing & docs
R11097,LLaMA / Open-source LLMs,Several times a week,52.1,4,Brainstorming
R11097,Replit AI,Daily,40.0,3,Code generation
R11098,LLaMA / Open-source LLMs,Several times a week,-5.0,5,Brainstorming
R11098,Custom In-house AI,Daily,29.6,5,Code generation
R11098,ChatGPT,Weekly,-3.5,4,Workflow automation
R11098,Azure OpenAI,Daily,30.7,4,Customer support automation
R11098,Google Vertex AI,Rarely,28.9,5,Code generation
R11099,Midjourney,Daily,34.7,4,Workflow automation
R11099,Claude,Rarely,31.6,3,Debugging
R11099,Hugging Face Models,Several times a week,28.0,5,Research
R11099,Devin,Several times a week,65.7,4,Translation
R11099,ChatGPT,Daily,33.1,4,Writing & docs
R11100,Stable Diffusion,Rarely,35.6,1,Research
R11100,Cursor,Several times a week,-3.4,4,Workflow automation
R11100,v0 by Vercel,Monthly,57.3,3,Translation
R11100,Jasper AI,Daily,24.4,4,Brainstorming
R11101,Tableau AI,Weekly,8.1,4,Writing & docs
R11101,Notion AI,Several times a week,37.9,4,Writing & docs
R11101,ChatGPT,Several times a week,45.4,3,Research
R11102,LLaMA / Open-source LLMs,Rarely,47.7,5,Brainstorming
R11102,Devin,Rarely,6.6,5,Customer support automation
R11102,Jasper AI,Several times a week,35.8,5,Customer support automation
R11102,Notion AI,Monthly,35.7,4,Image generation
R11102,Claude,Several times a week,62.6,2,Research
R11103,Jasper AI,Monthly,32.6,3,Workflow automation
R11103,Custom In-house AI,Weekly,46.2,4,Code generation
R11103,Tableau AI,Rarely,34.1,3,Workflow automation
R11103,AWS Bedrock,Weekly,26.8,5,Writing & docs
R11103,Cursor,Weekly,35.7,3,Translation
R11103,Google Vertex AI,Several times a week,29.9,3,Research
R11104,Tableau AI,Several times a week,44.7,4,Workflow automation
R11104,v0 by Vercel,Rarely,30.4,3,Brainstorming
R11104,Replit AI,Several times a week,15.4,4,Translation
R11105,Tableau AI,Rarely,24.9,4,Translation
R11105,Claude,Weekly,22.3,4,Code generation
R11105,Custom In-house AI,Several times a week,33.2,2,Code generation
R11105,Cursor,Several times a week,-10.9,4,Translation
R11105,Perplexity,Monthly,43.5,4,Brainstorming
R11105,AWS Bedrock,Weekly,-3.8,5,Customer support automation
R11105,Google Vertex AI,Several times a week,60.3,4,Workflow automation
R11106,Azure OpenAI,Several times a week,21.3,4,Debugging
R11106,Google Vertex AI,Daily,36.0,3,Data analysis
R11106,Claude,Rarely,28.2,4,Workflow automation
R11106,Jasper AI,Daily,22.6,4,Translation
R11106,v0 by Vercel,Monthly,29.3,4,Brainstorming
R11106,Perplexity,Daily,15.5,2,Writing & docs
R11106,LLaMA / Open-source LLMs,Weekly,67.4,3,Workflow automation
R11107,Google Vertex AI,Several times a week,10.5,4,Research
R11107,Devin,Daily,0.5,4,Research
R11107,Cursor,Several times a week,32.8,4,Research
R11108,Midjourney,Several times a week,10.9,3,Translation
R11109,GitHub Copilot,Several times a week,21.6,4,Research
R11109,Cursor,Monthly,66.5,4,Workflow automation
R11109,Gemini,Several times a week,6.8,5,Research
R11109,Midjourney,Weekly,31.4,1,Code generation
R11109,Google Vertex AI,Monthly,47.9,5,Research
R11110,Custom In-house AI,Monthly,38.3,5,Debugging
R11110,Azure OpenAI,Several times a week,-17.1,4,Workflow automation
R11110,Tableau AI,Monthly,22.5,5,Code generation
R11110,Jasper AI,Daily,4.8,4,Data analysis
R11111,GitHub Copilot,Weekly,40.6,5,Workflow automation
R11111,Gemini,Weekly,16.3,5,Code generation
R11111,Midjourney,Weekly,32.2,5,Image generation
R11111,Claude,Daily,39.0,3,Brainstorming
R11111,Stable Diffusion,Daily,51.3,3,Customer support automation
R11111,AWS Bedrock,Several times a week,16.0,5,Writing & docs
R11111,Hugging Face Models,Weekly,38.8,4,Code generation
R11112,Hugging Face Models,Several times a week,12.0,5,Debugging
R11112,Custom In-house AI,Rarely,64.6,2,Workflow automation
R11112,Replit AI,Rarely,37.4,4,Writing & docs
R11112,Notion AI,Daily,-4.0,4,Brainstorming
R11112,LLaMA / Open-source LLMs,Daily,17.5,5,Image generation
R11113,Midjourney,Monthly,56.3,5,Writing & docs
R11113,Google Vertex AI,Several times a week,20.4,5,Debugging
R11113,Tableau AI,Monthly,18.5,4,Brainstorming
R11114,LLaMA / Open-source LLMs,Daily,6.1,3,Data analysis
R11114,Azure OpenAI,Daily,19.5,5,Workflow automation
R11114,v0 by Vercel,Weekly,23.2,5,Code generation
R11114,GitHub Copilot,Rarely,21.1,4,Code generation
R11115,Perplexity,Monthly,4.8,4,Image generation
R11115,Gemini,Weekly,2.1,3,Data analysis
R11115,ChatGPT,Monthly,9.8,4,Image generation
R11116,LLaMA / Open-source LLMs,Monthly,44.1,5,Data analysis
R11116,Notion AI,Daily,64.4,4,Research
R11116,Google Vertex AI,Several times a week,33.6,5,Translation
R11116,Azure OpenAI,Several times a week,50.5,4,Workflow automation
R11116,Tableau AI,Several times a week,-6.4,2,Translation
R11116,Hugging Face Models,Daily,13.2,5,Data analysis
R11117,Notion AI,Monthly,26.4,2,Debugging
R11117,AWS Bedrock,Monthly,-1.2,4,Workflow automation
R11118,AWS Bedrock,Weekly,18.2,5,Data analysis
R11118,Replit AI,Several times a week,30.2,4,Translation
R11118,Azure OpenAI,Several times a week,68.9,5,Debugging
R11119,Perplexity,Daily,40.1,5,Writing & docs
R11120,Claude,Several times a week,22.1,3,Customer support automation
R11120,Azure OpenAI,Several times a week,31.6,3,Customer support automation
R11121,Perplexity,Daily,17.4,4,Translation
R11121,Hugging Face Models,Daily,39.0,4,Code generation
R11121,GitHub Copilot,Rarely,17.6,3,Data analysis
R11121,Gemini,Monthly,10.8,5,Research
R11121,Notion AI,Daily,49.7,4,Data analysis
R11121,Devin,Weekly,32.2,5,Workflow automation
R11121,Azure OpenAI,Monthly,15.2,3,Workflow automation
R11121,Tableau AI,Monthly,31.1,4,Brainstorming
R11122,Perplexity,Several times a week,15.2,3,Brainstorming
R11122,Notion AI,Several times a week,36.5,5,Brainstorming
R11122,GitHub Copilot,Daily,10.1,5,Debugging
R11123,Devin,Weekly,50.4,4,Translation
R11123,Replit AI,Daily,67.3,3,Writing & docs
R11123,Claude,Daily,63.5,4,Debugging
R11123,Custom In-house AI,Weekly,21.4,5,Workflow automation
R11123,GitHub Copilot,Weekly,55.0,4,Image generation
R11123,AWS Bedrock,Several times a week,9.9,3,Writing & docs
R11124,Tableau AI,Monthly,59.6,5,Writing & docs
R11124,Hugging Face Models,Weekly,78.7,3,Image generation
R11125,Cursor,Daily,3.3,5,Research
R11125,Hugging Face Models,Weekly,67.8,2,Data analysis
R11125,Tableau AI,Several times a week,13.1,4,Image generation
R11125,AWS Bedrock,Several times a week,10.4,4,Writing & docs
R11125,Stable Diffusion,Daily,-1.7,3,Debugging
R11126,Hugging Face Models,Weekly,37.4,4,Data analysis
R11126,ChatGPT,Weekly,14.4,5,Research
R11126,v0 by Vercel,Several times a week,12.0,2,Image generation
R11126,Claude,Monthly,28.1,4,Data analysis
R11127,Google Vertex AI,Several times a week,55.4,5,Translation
R11127,Jasper AI,Daily,25.2,5,Code generation
R11127,ChatGPT,Several times a week,34.6,4,Workflow automation
R11127,Cursor,Several times a week,23.2,2,Debugging
R11127,Hugging Face Models,Daily,-9.0,3,Image generation
R11128,Devin,Daily,24.6,4,Code generation
R11128,Jasper AI,Several times a week,27.1,5,Research
R11129,Stable Diffusion,Rarely,35.3,4,Workflow automation
R11129,Hugging Face Models,Daily,22.3,4,Workflow automation
R11129,Tableau AI,Monthly,32.5,5,Research
R11129,ChatGPT,Monthly,34.4,4,Code generation
R11129,Notion AI,Several times a week,36.8,4,Image generation
R11130,LLaMA / Open-source LLMs,Daily,29.2,4,Research
R11130,AWS Bedrock,Monthly,16.6,5,Translation
R11131,Gemini,Daily,25.4,5,Image generation
R11132,Claude,Rarely,3.9,3,Brainstorming
R11133,Claude,Monthly,41.2,4,Translation
R11133,Notion AI,Monthly,24.2,4,Research
R11133,Azure OpenAI,Daily,12.4,2,Workflow automation
R11133,Tableau AI,Daily,77.6,5,Debugging
R11134,Azure OpenAI,Weekly,14.0,5,Image generation
R11134,Notion AI,Daily,55.5,3,Customer support automation
R11135,Jasper AI,Daily,41.1,3,Image generation
R11136,Claude,Daily,21.9,4,Customer support automation
R11137,Replit AI,Daily,78.0,4,Data analysis
R11138,Custom In-house AI,Daily,35.8,3,Brainstorming
R11138,Claude,Weekly,9.5,5,Workflow automation
R11138,Jasper AI,Daily,41.7,4,Research
R11138,Stable Diffusion,Daily,16.5,5,Brainstorming
R11138,AWS Bedrock,Daily,25.4,5,Debugging
R11138,Tableau AI,Rarely,28.7,3,Workflow automation
R11139,Replit AI,Daily,16.0,5,Writing & docs
R11139,Gemini,Daily,20.2,3,Research
R11140,Perplexity,Several times a week,18.0,4,Customer support automation
R11140,Azure OpenAI,Weekly,50.3,4,Image generation
R11140,ChatGPT,Weekly,36.4,5,Writing & docs
R11141,Midjourney,Monthly,19.2,4,Customer support automation
R11141,Gemini,Weekly,16.3,4,Data analysis
R11141,Claude,Daily,44.5,5,Translation
R11141,Jasper AI,Weekly,28.7,4,Research
R11142,GitHub Copilot,Monthly,50.2,3,Brainstorming
R11142,ChatGPT,Several times a week,37.2,3,Image generation
R11143,GitHub Copilot,Monthly,22.1,2,Debugging
R11143,Hugging Face Models,Weekly,25.3,5,Brainstorming
R11144,Jasper AI,Monthly,26.0,3,Writing & docs
R11144,Claude,Monthly,40.6,5,Code generation
R11144,Midjourney,Several times a week,9.2,3,Debugging
R11144,Stable Diffusion,Monthly,37.9,4,Translation
R11144,Gemini,Several times a week,80.0,4,Data analysis
R11145,Jasper AI,Daily,23.6,4,Customer support automation
R11145,Hugging Face Models,Rarely,27.5,4,Customer support automation
R11146,Claude,Several times a week,35.4,3,Brainstorming
R11147,Midjourney,Monthly,4.6,5,Translation
R11148,Perplexity,Monthly,-5.3,2,Code generation
R11148,LLaMA / Open-source LLMs,Monthly,27.1,4,Code generation
R11148,Notion AI,Daily,35.6,4,Image generation
R11149,Cursor,Several times a week,32.0,4,Image generation
R11149,Hugging Face Models,Daily,7.4,4,Research
R11149,v0 by Vercel,Monthly,2.9,4,Research
R11150,Google Vertex AI,Several times a week,37.5,5,Customer support automation
R11150,Devin,Weekly,-6.3,5,Writing & docs
R11151,LLaMA / Open-source LLMs,Several times a week,38.6,5,Image generation
R11151,Devin,Several times a week,46.5,3,Research
R11151,v0 by Vercel,Monthly,41.4,3,Image generation
R11151,Custom In-house AI,Weekly,25.4,3,Translation
R11152,Perplexity,Monthly,31.2,4,Brainstorming
R11152,Custom In-house AI,Several times a week,16.8,4,Research
R11152,Replit AI,Weekly,28.3,5,Debugging
R11152,LLaMA / Open-source LLMs,Weekly,16.4,5,Code generation
R11153,Replit AI,Several times a week,2.7,2,Debugging
R11153,Azure OpenAI,Weekly,44.6,4,Data analysis
R11153,Tableau AI,Several times a week,51.6,5,Debugging
R11153,Midjourney,Monthly,40.0,5,Workflow automation
R11153,AWS Bedrock,Weekly,54.4,3,Brainstorming
R11154,Perplexity,Monthly,24.7,4,Customer support automation
R11154,Stable Diffusion,Monthly,20.6,5,Debugging
R11154,ChatGPT,Daily,75.2,4,Customer support automation
R11154,Devin,Monthly,53.6,3,Translation
R11155,Stable Diffusion,Daily,17.9,2,Research
R11155,Tableau AI,Several times a week,27.2,4,Workflow automation
R11155,Azure OpenAI,Monthly,10.9,3,Code generation
R11156,Custom In-house AI,Monthly,3.3,3,Data analysis
R11156,Stable Diffusion,Weekly,45.8,5,Code generation
R11156,GitHub Copilot,Daily,4.2,4,Customer support automation
R11157,Gemini,Daily,34.3,2,Research
R11157,ChatGPT,Weekly,35.6,4,Customer support automation
R11157,Claude,Several times a week,43.3,4,Image generation
R11157,Tableau AI,Weekly,18.6,5,Customer support automation
R11157,Replit AI,Daily,20.2,4,Debugging
R11157,Perplexity,Monthly,29.2,3,Data analysis
R11158,Tableau AI,Monthly,39.4,5,Debugging
R11158,Jasper AI,Weekly,31.3,4,Brainstorming
R11158,Custom In-house AI,Monthly,52.2,2,Debugging
R11158,Stable Diffusion,Weekly,39.2,4,Customer support automation
R11159,Gemini,Monthly,10.2,5,Image generation
R11159,Stable Diffusion,Several times a week,26.5,4,Translation
R11159,Custom In-house AI,Monthly,38.7,5,Brainstorming
R11160,Stable Diffusion,Several times a week,36.4,5,Writing & docs
R11161,LLaMA / Open-source LLMs,Several times a week,24.0,5,Workflow automation
R11161,Custom In-house AI,Several times a week,34.0,5,Data analysis
R11161,v0 by Vercel,Several times a week,68.1,5,Customer support automation
R11161,AWS Bedrock,Daily,45.7,5,Workflow automation
R11162,Hugging Face Models,Daily,10.2,3,Workflow automation
R11162,Replit AI,Several times a week,47.6,4,Debugging
R11163,Cursor,Daily,17.9,3,Workflow automation
R11163,Stable Diffusion,Weekly,-11.4,3,Translation
R11163,Jasper AI,Weekly,41.1,5,Image generation
R11164,ChatGPT,Several times a week,73.2,4,Research
R11165,Google Vertex AI,Monthly,47.4,3,Image generation
R11165,Gemini,Weekly,5.6,4,Workflow automation
R11166,Notion AI,Daily,27.3,5,Data analysis
R11166,LLaMA / Open-source LLMs,Weekly,40.1,5,Writing & docs
R11166,AWS Bedrock,Monthly,62.0,5,Research
R11166,Tableau AI,Rarely,38.4,3,Brainstorming
R11166,Replit AI,Rarely,6.7,4,Translation
R11167,ChatGPT,Weekly,46.2,3,Translation
R11167,Midjourney,Rarely,31.0,3,Debugging
R11168,Cursor,Weekly,25.2,4,Data analysis
R11168,Claude,Weekly,18.8,5,Research
R11168,GitHub Copilot,Rarely,20.9,4,Customer support automation
R11168,Custom In-house AI,Weekly,35.6,4,Image generation
R11169,Claude,Daily,30.6,5,Debugging
R11169,Cursor,Several times a week,5.8,4,Brainstorming
R11170,Google Vertex AI,Several times a week,43.2,4,Research
R11170,Gemini,Rarely,36.8,3,Debugging
R11170,AWS Bedrock,Daily,21.9,5,Writing & docs
R11170,Stable Diffusion,Monthly,43.7,4,Image generation
R11170,Hugging Face Models,Daily,55.2,4,Research
R11171,Custom In-house AI,Monthly,-9.9,4,Debugging
R11171,Notion AI,Rarely,44.0,5,Brainstorming
R11171,ChatGPT,Monthly,64.7,4,Research
R11171,Devin,Several times a week,-18.3,3,Image generation
R11172,Notion AI,Several times a week,19.7,4,Data analysis
R11172,Devin,Weekly,51.8,4,Writing & docs
R11172,Azure OpenAI,Daily,23.9,5,Data analysis
R11172,Jasper AI,Rarely,12.3,4,Image generation
R11173,AWS Bedrock,Weekly,21.4,3,Workflow automation
R11173,Tableau AI,Daily,-13.8,5,Code generation
R11174,Notion AI,Weekly,18.7,4,Workflow automation
R11175,Replit AI,Daily,24.6,4,Translation
R11175,Gemini,Monthly,32.5,3,Brainstorming
R11175,Stable Diffusion,Daily,59.2,5,Workflow automation
R11175,Cursor,Several times a week,69.3,3,Writing & docs
R11176,Perplexity,Monthly,0.2,5,Research
R11176,Azure OpenAI,Daily,33.5,5,Customer support automation
R11176,v0 by Vercel,Daily,63.5,4,Workflow automation
R11177,Tableau AI,Weekly,36.5,5,Customer support automation
R11177,Midjourney,Daily,25.3,5,Writing & docs
R11177,v0 by Vercel,Monthly,4.0,5,Customer support automation
R11178,Replit AI,Weekly,10.8,4,Data analysis
R11178,Stable Diffusion,Monthly,17.4,3,Image generation
R11178,ChatGPT,Weekly,-3.6,4,Customer support automation
R11179,Gemini,Several times a week,39.7,4,Data analysis
R11180,Jasper AI,Several times a week,15.4,5,Customer support automation
R11180,LLaMA / Open-source LLMs,Daily,43.8,4,Workflow automation
R11180,ChatGPT,Several times a week,26.7,5,Brainstorming
R11181,Devin,Daily,19.0,3,Code generation
R11181,Azure OpenAI,Weekly,68.3,5,Code generation
R11182,Hugging Face Models,Several times a week,59.0,4,Debugging
R11182,Notion AI,Rarely,9.4,5,Customer support automation
R11182,Replit AI,Daily,6.5,4,Research
R11182,v0 by Vercel,Daily,24.2,4,Customer support automation
R11182,Jasper AI,Rarely,55.4,5,Writing & docs
R11183,Perplexity,Several times a week,50.4,4,Workflow automation
R11183,Google Vertex AI,Weekly,-5.8,4,Writing & docs
R11183,Devin,Several times a week,3.7,5,Translation
R11183,Tableau AI,Weekly,39.7,2,Data analysis
R11183,AWS Bedrock,Weekly,41.4,4,Research
R11184,Devin,Several times a week,23.1,3,Workflow automation
R11184,v0 by Vercel,Weekly,23.2,5,Debugging
R11184,Hugging Face Models,Daily,40.5,2,Customer support automation
R11184,GitHub Copilot,Daily,18.6,3,Code generation
R11184,Replit AI,Daily,41.6,4,Image generation
R11184,AWS Bedrock,Several times a week,7.2,4,Brainstorming
R11184,Stable Diffusion,Daily,32.7,3,Data analysis
R11184,Azure OpenAI,Daily,7.6,5,Data analysis
R11185,Claude,Monthly,29.7,4,Writing & docs
R11185,LLaMA / Open-source LLMs,Daily,-3.3,1,Workflow automation
R11185,Gemini,Weekly,26.7,4,Data analysis
R11185,Notion AI,Weekly,26.3,2,Debugging
R11186,Perplexity,Several times a week,54.9,4,Research
R11186,Cursor,Several times a week,39.6,4,Translation
R11186,Replit AI,Weekly,59.8,4,Workflow automation
R11186,Devin,Daily,28.1,3,Debugging
R11187,Tableau AI,Daily,45.6,4,Code generation
R11187,Jasper AI,Several times a week,6.6,3,Workflow automation
R11187,Claude,Monthly,44.3,4,Research
R11187,Hugging Face Models,Daily,-1.1,5,Data analysis
R11188,Google Vertex AI,Monthly,28.6,3,Image generation
R11188,Claude,Several times a week,80.0,3,Customer support automation
R11188,Notion AI,Weekly,10.5,4,Research
R11189,Gemini,Rarely,50.8,5,Debugging
R11189,AWS Bedrock,Several times a week,17.8,4,Debugging
R11190,Cursor,Weekly,67.5,4,Code generation
R11190,Google Vertex AI,Weekly,46.2,5,Debugging
R11190,Midjourney,Weekly,10.1,5,Data analysis
R11190,v0 by Vercel,Daily,31.3,4,Translation
R11190,Claude,Monthly,20.1,3,Translation
R11190,ChatGPT,Weekly,51.0,4,Brainstorming
R11191,Cursor,Rarely,31.7,4,Research
R11191,v0 by Vercel,Weekly,40.4,2,Image generation
R11191,Tableau AI,Weekly,37.5,4,Debugging
R11191,LLaMA / Open-source LLMs,Daily,39.8,1,Image generation
R11191,GitHub Copilot,Daily,25.4,4,Debugging
R11191,Replit AI,Daily,32.1,3,Code generation
R11191,Stable Diffusion,Daily,52.6,5,Writing & docs
R11191,AWS Bedrock,Monthly,49.6,5,Code generation
R11192,LLaMA / Open-source LLMs,Daily,16.8,3,Writing & docs
R11192,Custom In-house AI,Daily,13.3,3,Research
R11192,Devin,Weekly,24.5,5,Research
R11192,GitHub Copilot,Several times a week,37.1,4,Writing & docs
R11192,Hugging Face Models,Weekly,10.2,5,Customer support automation
R11193,Notion AI,Several times a week,23.7,5,Research
R11193,ChatGPT,Weekly,55.6,3,Data analysis
R11193,Google Vertex AI,Several times a week,21.4,3,Brainstorming
R11193,Cursor,Several times a week,32.5,5,Customer support automation
R11193,Azure OpenAI,Rarely,12.5,3,Code generation
R11194,v0 by Vercel,Daily,30.3,4,Customer support automation
R11194,LLaMA / Open-source LLMs,Daily,39.2,4,Image generation
R11194,AWS Bedrock,Several times a week,19.2,5,Writing & docs
R11194,Claude,Rarely,14.9,5,Data analysis
R11194,Replit AI,Daily,41.6,3,Debugging
R11194,Tableau AI,Several times a week,-5.0,5,Image generation
R11194,Azure OpenAI,Weekly,41.2,5,Workflow automation
R11194,Cursor,Weekly,61.1,3,Translation
R11195,ChatGPT,Weekly,43.1,4,Writing & docs
R11195,Azure OpenAI,Several times a week,25.5,4,Code generation
R11196,Cursor,Daily,12.5,5,Writing & docs
R11196,Custom In-house AI,Weekly,65.1,3,Image generation
R11196,Midjourney,Rarely,23.3,3,Workflow automation
R11196,Notion AI,Several times a week,2.6,4,Brainstorming
R11196,LLaMA / Open-source LLMs,Rarely,49.3,5,Workflow automation
R11196,ChatGPT,Several times a week,63.7,5,Debugging
R11196,Hugging Face Models,Several times a week,1.7,3,Code generation
R11196,v0 by Vercel,Several times a week,-3.1,3,Debugging
R11197,Google Vertex AI,Daily,2.0,4,Translation
R11197,Jasper AI,Daily,65.2,4,Writing & docs
R11197,v0 by Vercel,Monthly,36.2,4,Translation
R11197,Claude,Several times a week,24.2,3,Workflow automation
R11197,Midjourney,Daily,13.9,3,Customer support automation
R11198,Gemini,Several times a week,23.3,3,Research
R11198,Hugging Face Models,Weekly,46.5,5,Research
R11198,AWS Bedrock,Weekly,57.5,4,Customer support automation
R11199,Google Vertex AI,Several times a week,48.6,4,Brainstorming
R11199,Midjourney,Daily,31.3,3,Writing & docs
R11199,LLaMA / Open-source LLMs,Daily,39.6,4,Image generation
R11199,Custom In-house AI,Weekly,17.3,4,Writing & docs
R11199,AWS Bedrock,Several times a week,-3.6,5,Translation
R11200,Stable Diffusion,Daily,37.4,4,Brainstorming
R11200,Tableau AI,Several times a week,-20.0,5,Code generation
R11200,ChatGPT,Daily,65.0,4,Translation
R11200,Perplexity,Rarely,11.8,5,Brainstorming
R11201,Custom In-house AI,Several times a week,23.5,2,Research
R11201,Notion AI,Several times a week,16.1,3,Research
R11201,Devin,Rarely,-3.2,4,Customer support automation
R11201,Cursor,Several times a week,28.7,5,Research
R11201,Gemini,Several times a week,42.6,4,Writing & docs
R11201,Azure OpenAI,Rarely,41.2,5,Workflow automation
R11202,Jasper AI,Several times a week,32.7,4,Code generation
R11202,Midjourney,Monthly,34.1,3,Research
R11202,Replit AI,Several times a week,53.9,5,Image generation
R11203,Azure OpenAI,Several times a week,43.2,3,Customer support automation
R11203,ChatGPT,Several times a week,50.6,3,Customer support automation
R11203,Jasper AI,Several times a week,8.1,5,Translation
R11203,Notion AI,Several times a week,51.5,1,Customer support automation
R11203,Replit AI,Several times a week,26.8,4,Brainstorming
R11203,Perplexity,Monthly,-2.1,3,Workflow automation
R11204,LLaMA / Open-source LLMs,Monthly,4.4,5,Writing & docs
R11204,Notion AI,Weekly,11.8,1,Debugging
R11204,Jasper AI,Several times a week,57.9,4,Debugging
R11204,Google Vertex AI,Several times a week,50.2,3,Image generation
R11205,Azure OpenAI,Several times a week,31.3,5,Code generation
R11205,Google Vertex AI,Daily,61.4,3,Customer support automation
R11205,GitHub Copilot,Weekly,46.0,4,Translation
R11206,Notion AI,Rarely,3.4,3,Writing & docs
R11206,Cursor,Several times a week,23.6,3,Code generation
R11206,Custom In-house AI,Rarely,17.0,4,Code generation
R11206,Claude,Daily,37.7,1,Workflow automation
R11206,Stable Diffusion,Daily,36.9,5,Customer support automation
R11207,Custom In-house AI,Monthly,62.1,4,Data analysis
R11207,Cursor,Weekly,37.0,4,Customer support automation
R11207,Notion AI,Weekly,47.4,5,Brainstorming
R11207,GitHub Copilot,Daily,47.9,3,Workflow automation
R11207,ChatGPT,Monthly,33.9,5,Code generation
R11208,Claude,Daily,-11.2,5,Workflow automation
R11208,AWS Bedrock,Weekly,8.7,5,Brainstorming
R11208,Devin,Monthly,33.0,4,Data analysis
R11208,Azure OpenAI,Weekly,32.3,5,Data analysis
R11209,v0 by Vercel,Rarely,24.4,5,Debugging
R11209,Custom In-house AI,Weekly,18.4,5,Image generation
R11209,Tableau AI,Several times a week,32.8,2,Workflow automation
R11209,Gemini,Daily,37.0,4,Research
R11209,Midjourney,Several times a week,43.7,4,Workflow automation
R11210,Midjourney,Several times a week,44.5,4,Translation
R11210,Stable Diffusion,Several times a week,9.0,4,Translation
