respondent_id,survey_year,age,gender,country,education_level,job_role,industry,company_size,years_of_experience,remote_work_status
R10291,2024,33,Male,United Kingdom,Master's,Software Engineer,Education,1001-5000,3,Fully Remote
R10292,2026,33,Female,Nigeria,Bachelor's,Data Scientist,Finance & Banking,5000+,2,On-site
R10293,2024,25,Male,India,Master's,Data Scientist,Healthcare,51-200,3,Hybrid
R10294,2025,28,Male,Canada,Bachelor's,Data Scientist,Telecom,201-1000,6,Fully Remote
R10295,2024,33,Female,Germany,Master's,AI Ethics / Policy,Technology,5000+,7,Hybrid
R10296,2025,26,Male,Brazil,Master's,AI Researcher,Education,201-1000,6,Hybrid
R10297,2025,34,Prefer not to say,United Kingdom,Self-taught / Bootcamp,Data Analyst,Finance & Banking,201-1000,1,Hybrid
R10298,2024,27,Male,Canada,Self-taught / Bootcamp,Data Analyst,Healthcare,51-200,22,Fully Remote
R10299,2025,40,Male,Japan,Master's,Product Manager,Technology,201-1000,15,Fully Remote
R10300,2025,44,Male,United Kingdom,Master's,Data Scientist,Agriculture,51-200,10,Hybrid
R10301,2025,29,Male,Japan,Master's,Product Manager,Technology,201-1000,28,Fully Remote
R10302,2025,39,Male,Japan,Master's,Data Engineer,Government,5000+,3,Fully Remote
R10303,2025,30,Male,Singapore,Bachelor's,Product Manager,Education,5000+,27,On-site
R10304,2025,24,Male,Germany,Master's,UX Designer,Consulting,1-10,3,On-site
R10305,2025,28,Male,United States,Master's,Data Scientist,E-commerce,201-1000,8,Hybrid
R10306,2025,32,Male,Singapore,Master's,Data Engineer,Legal,5000+,3,Fully Remote
R10307,2025,18,Male,Sweden,Master's,DevOps / MLOps Engineer,Education,201-1000,7,On-site
R10308,2025,37,Non-binary,Australia,Self-taught / Bootcamp,Product Manager,Education,11-50,9,Fully Remote
R10309,2024,32,Female,Canada,Master's,Product Manager,Retail,1-10,6,Fully Remote
R10310,2024,40,Male,Brazil,PhD,Data Scientist,Finance & Banking,201-1000,12,On-site
R10311,2024,36,Prefer not to say,Australia,Self-taught / Bootcamp,DevOps / MLOps Engineer,Healthcare,5000+,7,Fully Remote
R10312,2026,32,Male,Philippines,PhD,Data Analyst,Manufacturing,5000+,5,Hybrid
R10313,2026,29,Male,United States,Self-taught / Bootcamp,Data Scientist,Technology,1001-5000,4,Fully Remote
R10314,2025,44,Male,United States,PhD,ML Engineer,Consulting,5000+,13,Hybrid
R10315,2024,49,Female,Spain,Bachelor's,Data Analyst,Education,1-10,4,Hybrid
R10316,2024,29,Male,Germany,Bachelor's,Student / Intern,Government,51-200,14,Hybrid
R10317,2026,40,Male,France,Bachelor's,Data Analyst,Legal,1001-5000,17,Fully Remote
R10318,2026,26,Male,Singapore,Bachelor's,ML Engineer,Agriculture,5000+,2,Fully Remote
R10319,2024,27,Male,Netherlands,Master's,Engineering Manager,Healthcare,11-50,16,Fully Remote
R10320,2026,28,Female,Australia,PhD,Data Scientist,Finance & Banking,201-1000,31,On-site
R10321,2025,37,Female,Germany,Master's,Data Scientist,Manufacturing,1001-5000,8,Fully Remote
R10322,2024,23,Male,Brazil,Master's,Data Analyst,Media & Entertainment,51-200,11,Fully Remote
R10323,2025,44,Female,Netherlands,Self-taught / Bootcamp,Data Scientist,Finance & Banking,1-10,15,Fully Remote
R10324,2025,39,Female,UAE,Bachelor's,Product Manager,Finance & Banking,1-10,6,Hybrid
R10325,2026,37,Female,United States,High School,ML Engineer,Technology,51-200,8,Fully Remote
R10326,2024,29,Male,India,Self-taught / Bootcamp,DevOps / MLOps Engineer,Retail,11-50,2,Hybrid
R10327,2024,38,Male,United Kingdom,Bachelor's,Data Scientist,Technology,201-1000,8,Fully Remote
R10328,2024,18,Female,Australia,Bachelor's,Data Engineer,Finance & Banking,51-200,10,On-site
R10329,2024,35,Female,United Kingdom,Bachelor's,Full-Stack Developer,Education,51-200,10,Hybrid
R10330,2025,33,Male,India,Bachelor's,Engineering Manager,E-commerce,51-200,15,On-site
R10331,2024,18,Male,United States,PhD,Data Scientist,Technology,5000+,4,Hybrid
R10332,2025,35,Male,Kenya,Master's,Product Manager,Finance & Banking,5000+,5,On-site
R10333,2025,36,Male,Germany,Bachelor's,Business Analyst,Healthcare,1001-5000,27,Hybrid
R10334,2025,18,Male,India,Master's,Engineering Manager,Automotive,11-50,6,On-site
R10335,2025,22,Male,Canada,Bachelor's,Data Analyst,Healthcare,1-10,8,Hybrid
R10336,2025,48,Male,United States,Bachelor's,Consultant,Technology,51-200,7,Hybrid
R10337,2024,30,Male,United Kingdom,Master's,Data Scientist,Agriculture,201-1000,4,Hybrid
R10338,2024,39,Male,Singapore,Master's,Data Analyst,Healthcare,1001-5000,23,Hybrid
R10339,2024,41,Male,Netherlands,Master's,ML Engineer,Technology,1-10,5,On-site
R10340,2024,35,Female,Singapore,PhD,ML Engineer,Education,11-50,3,Hybrid
R10341,2024,40,Male,Germany,PhD,Software Engineer,Consulting,201-1000,5,On-site
R10342,2024,18,Male,United Kingdom,Self-taught / Bootcamp,DevOps / MLOps Engineer,Media & Entertainment,51-200,1,Hybrid
R10343,2025,30,Male,Kenya,Master's,Data Analyst,Finance & Banking,201-1000,4,On-site
R10344,2026,18,Female,United States,Bachelor's,ML Engineer,Finance & Banking,51-200,3,On-site
R10345,2024,18,Female,Netherlands,PhD,Data Scientist,Energy,201-1000,11,Fully Remote
R10346,2026,27,Male,Mexico,Bachelor's,Engineering Manager,Technology,5000+,4,Fully Remote
R10347,2024,26,Male,India,Bachelor's,Software Engineer,Government,11-50,13,Hybrid
R10348,2025,32,Male,India,PhD,Data Scientist,Technology,51-200,19,Hybrid
R10349,2025,31,Female,Canada,Self-taught / Bootcamp,ML Engineer,Healthcare,51-200,12,On-site
R10350,2026,33,Male,India,Bachelor's,ML Engineer,Legal,201-1000,6,Hybrid
R10351,2024,33,Female,Mexico,Bachelor's,ML Engineer,Manufacturing,5000+,8,Hybrid
R10352,2024,34,Female,India,Master's,Software Engineer,Finance & Banking,5000+,2,Fully Remote
R10353,2024,24,Female,India,Self-taught / Bootcamp,ML Engineer,Media & Entertainment,5000+,6,Hybrid
R10354,2025,26,Prefer not to say,Mexico,Master's,Data Analyst,Finance & Banking,51-200,4,Fully Remote
R10355,2026,31,Non-binary,India,PhD,Full-Stack Developer,Automotive,51-200,12,Hybrid
R10356,2026,31,Female,Mexico,Self-taught / Bootcamp,Data Scientist,Finance & Banking,51-200,35,On-site
R10357,2025,23,Female,India,Master's,ML Engineer,Finance & Banking,201-1000,10,Fully Remote
R10358,2025,40,Male,Sweden,PhD,Business Analyst,Manufacturing,1001-5000,1,Fully Remote
R10359,2026,37,Male,India,Master's,ML Engineer,Consulting,201-1000,5,Hybrid
R10360,2025,25,Male,India,Master's,Full-Stack Developer,Education,51-200,8,Hybrid
R10361,2024,30,Prefer not to say,Germany,Master's,AI Researcher,Finance & Banking,1001-5000,7,Hybrid
R10362,2026,48,Female,United Kingdom,Master's,UX Designer,Education,201-1000,4,Fully Remote
R10363,2024,33,Male,India,Master's,Data Scientist,Technology,5000+,8,Fully Remote
R10364,2024,35,Female,United Kingdom,Master's,Full-Stack Developer,Technology,1-10,3,On-site
R10365,2024,27,Male,Japan,Master's,Product Manager,Retail,1001-5000,3,Fully Remote
R10366,2025,29,Male,Kenya,Bachelor's,Data Analyst,E-commerce,1001-5000,11,Hybrid
R10367,2025,44,Male,Nigeria,Master's,ML Engineer,E-commerce,5000+,3,Hybrid
R10368,2024,32,Male,Singapore,Master's,ML Engineer,Government,5000+,10,Fully Remote
R10369,2025,31,Male,United States,Bachelor's,Full-Stack Developer,Education,11-50,2,Fully Remote
R10370,2026,32,Female,Germany,Self-taught / Bootcamp,ML Engineer,Healthcare,1001-5000,25,Fully Remote
R10371,2026,52,Male,United States,Bachelor's,AI Researcher,Consulting,1001-5000,4,Hybrid
R10372,2025,32,Male,United States,Master's,ML Engineer,E-commerce,1001-5000,6,Hybrid
R10373,2026,25,Male,Netherlands,Master's,Data Analyst,Retail,5000+,9,Fully Remote
R10374,2026,26,Female,South Korea,Master's,ML Engineer,Finance & Banking,11-50,4,Hybrid
R10375,2024,38,Prefer not to say,Nigeria,Bachelor's,Software Engineer,Technology,1001-5000,8,Hybrid
R10376,2024,20,Female,Mexico,Bachelor's,Full-Stack Developer,Technology,201-1000,11,Fully Remote
R10377,2025,35,Male,Brazil,Bachelor's,Data Scientist,Consulting,1-10,14,Hybrid
R10378,2024,26,Male,Philippines,Bachelor's,Engineering Manager,Retail,1001-5000,12,Hybrid
R10379,2024,18,Male,Germany,Bachelor's,Software Engineer,Technology,201-1000,6,Hybrid
R10380,2025,24,Male,Mexico,Master's,Product Manager,Retail,1001-5000,6,Hybrid
R10381,2024,32,Female,United States,Bachelor's,ML Engineer,Automotive,1001-5000,35,On-site
R10382,2024,43,Male,United States,Self-taught / Bootcamp,Software Engineer,Government,1-10,14,Fully Remote
R10383,2025,39,Non-binary,Brazil,Master's,Data Analyst,Government,1001-5000,3,Hybrid
R10384,2025,29,Female,United States,Master's,Business Analyst,Technology,5000+,7,Hybrid
R10385,2026,39,Male,United States,Master's,UX Designer,Finance & Banking,1001-5000,5,Fully Remote
R10386,2025,29,Female,India,Master's,Data Engineer,Technology,5000+,6,Fully Remote
R10387,2025,20,Male,South Korea,Master's,Software Engineer,Education,51-200,3,Hybrid
R10388,2025,32,Female,Indonesia,Self-taught / Bootcamp,Data Scientist,Manufacturing,5000+,5,Fully Remote
R10389,2024,19,Female,India,Master's,Engineering Manager,Retail,5000+,26,Hybrid
R10390,2024,38,Male,Italy,Master's,Data Scientist,E-commerce,51-200,11,Hybrid
R10391,2026,38,Female,Nigeria,Self-taught / Bootcamp,UX Designer,E-commerce,51-200,1,Hybrid
R10392,2025,24,Male,India,Master's,Data Scientist,Technology,1001-5000,17,Fully Remote
R10393,2026,33,Male,Brazil,Master's,Student / Intern,Legal,51-200,15,Fully Remote
R10394,2025,33,Female,Italy,Bachelor's,Data Scientist,Automotive,5000+,5,Hybrid
R10395,2024,38,Male,Kenya,Master's,Data Scientist,Technology,51-200,12,On-site
R10396,2025,22,Male,United Kingdom,Self-taught / Bootcamp,AI Researcher,Education,1-10,4,Fully Remote
R10397,2025,36,Male,India,Bachelor's,DevOps / MLOps Engineer,Finance & Banking,5000+,5,Fully Remote
R10398,2025,21,Male,Nigeria,Bachelor's,Software Engineer,Healthcare,1-10,21,On-site
R10399,2025,38,Female,Brazil,PhD,Product Manager,Manufacturing,5000+,6,On-site
R10400,2026,40,Prefer not to say,United States,Master's,Data Engineer,Healthcare,201-1000,1,On-site
R10401,2026,26,Male,India,Bachelor's,Full-Stack Developer,E-commerce,201-1000,7,Hybrid
R10402,2026,41,Male,Australia,PhD,UX Designer,Finance & Banking,1001-5000,6,Fully Remote
R10403,2024,19,Male,United States,Master's,ML Engineer,Technology,1001-5000,17,Fully Remote
R10404,2024,40,Male,Japan,Master's,ML Engineer,Government,201-1000,7,On-site
R10405,2024,43,Male,Japan,Bachelor's,Product Manager,Healthcare,51-200,5,On-site
R10406,2024,34,Male,India,Master's,Business Analyst,Energy,5000+,15,Hybrid
R10407,2025,30,Female,United Kingdom,Self-taught / Bootcamp,Data Scientist,Automotive,5000+,8,Fully Remote
R10408,2025,34,Female,South Africa,PhD,ML Engineer,Technology,5000+,4,Fully Remote
R10409,2025,27,Male,Singapore,Master's,Engineering Manager,Manufacturing,51-200,16,Fully Remote
R10410,2026,52,Male,South Korea,Master's,Data Scientist,Consulting,201-1000,8,Hybrid
R10411,2026,27,Male,Canada,Self-taught / Bootcamp,Data Analyst,Manufacturing,5000+,7,On-site
R10412,2024,42,Male,India,Master's,ML Engineer,Finance & Banking,201-1000,8,Hybrid
R10413,2026,26,Female,Brazil,Self-taught / Bootcamp,Full-Stack Developer,Finance & Banking,1001-5000,3,On-site
R10414,2025,44,Male,Singapore,Bachelor's,Data Engineer,E-commerce,5000+,5,On-site
R10415,2025,48,Male,United States,Master's,ML Engineer,Finance & Banking,11-50,7,Fully Remote
R10416,2026,35,Male,United States,Self-taught / Bootcamp,Product Manager,Energy,1001-5000,6,Hybrid
R10417,2024,34,Non-binary,Germany,Master's,Data Engineer,Technology,1001-5000,18,Hybrid
R10418,2026,24,Male,Germany,Self-taught / Bootcamp,Product Manager,Technology,201-1000,8,Fully Remote
R10419,2025,23,Female,Italy,Master's,Product Manager,Education,5000+,13,Hybrid
R10420,2026,34,Male,United States,Master's,Data Analyst,Manufacturing,5000+,7,Fully Remote
R10421,2026,43,Female,India,PhD,DevOps / MLOps Engineer,Media & Entertainment,5000+,15,On-site
R10422,2025,27,Male,Nigeria,Bachelor's,Consultant,Finance & Banking,201-1000,9,Fully Remote
R10423,2024,49,Female,France,Master's,Software Engineer,Finance & Banking,51-200,7,Fully Remote
R10424,2024,27,Female,Brazil,Bachelor's,ML Engineer,Healthcare,51-200,7,Hybrid
R10425,2024,33,Male,Netherlands,Master's,Consultant,Finance & Banking,1001-5000,3,On-site
R10426,2024,33,Male,United States,PhD,Data Scientist,Healthcare,51-200,10,Hybrid
R10427,2026,31,Male,South Africa,High School,Data Engineer,Media & Entertainment,51-200,7,Fully Remote
R10428,2024,18,Female,India,Bachelor's,Engineering Manager,E-commerce,5000+,5,On-site
R10429,2026,27,Female,United States,Self-taught / Bootcamp,ML Engineer,Agriculture,51-200,16,Hybrid
R10430,2025,33,Female,United Kingdom,PhD,Data Analyst,Education,11-50,3,Hybrid
R10431,2024,31,Female,Japan,Self-taught / Bootcamp,Data Scientist,Finance & Banking,201-1000,5,Fully Remote
R10432,2025,37,Male,India,Master's,Software Engineer,Technology,201-1000,15,Fully Remote
R10433,2025,38,Male,United States,Master's,Data Analyst,Technology,201-1000,9,Fully Remote
R10434,2025,30,Male,United States,Self-taught / Bootcamp,AI Researcher,Technology,201-1000,7,Hybrid
R10435,2025,24,Male,India,Master's,Data Scientist,Healthcare,51-200,8,Fully Remote
R10436,2024,44,Male,United States,PhD,Data Analyst,Agriculture,51-200,8,Fully Remote
R10437,2025,21,Female,United Kingdom,Bachelor's,DevOps / MLOps Engineer,Government,201-1000,2,Fully Remote
R10438,2025,27,Female,United States,Master's,AI Researcher,Finance & Banking,5000+,5,On-site
R10439,2026,25,Female,United Kingdom,Master's,Data Engineer,Consulting,5000+,22,Fully Remote
R10440,2026,37,Male,Germany,Master's,Consultant,Automotive,11-50,4,Fully Remote
R10441,2024,42,Male,Netherlands,Bachelor's,Data Engineer,Manufacturing,5000+,5,On-site
R10442,2024,30,Male,India,Master's,Data Scientist,E-commerce,201-1000,5,Hybrid
R10443,2025,33,Male,Germany,Bachelor's,ML Engineer,Technology,201-1000,6,Hybrid
R10444,2026,35,Female,Nigeria,Master's,Data Scientist,Technology,51-200,4,Fully Remote
R10445,2025,46,Male,China,Master's,Data Analyst,Technology,5000+,10,Hybrid
R10446,2024,18,Male,Brazil,Bachelor's,Business Analyst,Manufacturing,201-1000,8,Hybrid
R10447,2024,37,Female,Germany,Self-taught / Bootcamp,Data Scientist,Technology,1-10,12,On-site
R10448,2024,35,Male,France,Bachelor's,Software Engineer,E-commerce,5000+,3,Hybrid
R10449,2024,29,Male,Germany,PhD,Data Scientist,Healthcare,5000+,5,On-site
R10450,2025,34,Female,United States,Master's,Data Analyst,Education,201-1000,6,On-site
R10451,2025,37,Female,Germany,Bachelor's,Engineering Manager,Technology,201-1000,10,Fully Remote
R10452,2024,36,Male,Italy,Bachelor's,Data Analyst,Legal,1-10,4,On-site
R10453,2024,49,Male,Australia,Self-taught / Bootcamp,DevOps / MLOps Engineer,Manufacturing,51-200,14,Fully Remote
R10454,2025,33,Female,India,PhD,Software Engineer,Media & Entertainment,11-50,16,Fully Remote
R10455,2026,32,Male,South Africa,High School,Full-Stack Developer,Technology,1001-5000,3,Fully Remote
R10456,2025,30,Female,United Kingdom,Bachelor's,Full-Stack Developer,Technology,201-1000,5,Hybrid
R10457,2026,36,Male,United Kingdom,Master's,Data Scientist,Manufacturing,51-200,5,Fully Remote
R10458,2025,31,Female,France,Bachelor's,DevOps / MLOps Engineer,Technology,5000+,35,Hybrid
R10459,2024,32,Male,Brazil,Self-taught / Bootcamp,Software Engineer,Energy,1001-5000,5,On-site
R10460,2024,32,Male,India,PhD,Data Engineer,Education,5000+,23,Hybrid
R10461,2025,30,Female,Germany,Self-taught / Bootcamp,ML Engineer,Technology,51-200,3,Fully Remote
R10462,2025,27,Female,India,Bachelor's,UX Designer,Education,5000+,3,On-site
R10463,2025,35,Female,Netherlands,Bachelor's,AI Researcher,Consulting,5000+,4,Fully Remote
R10464,2026,29,Male,United States,Self-taught / Bootcamp,ML Engineer,Consulting,5000+,4,Hybrid
R10465,2025,36,Non-binary,Singapore,Master's,Software Engineer,Healthcare,5000+,6,Hybrid
R10466,2024,32,Female,United States,Master's,Data Scientist,E-commerce,5000+,4,Hybrid
R10467,2026,28,Male,India,Master's,AI Ethics / Policy,Media & Entertainment,5000+,4,Hybrid
R10468,2025,44,Male,India,Master's,ML Engineer,Energy,5000+,16,Hybrid
R10469,2025,31,Male,China,Self-taught / Bootcamp,Engineering Manager,Consulting,201-1000,17,Hybrid
R10470,2025,36,Male,Brazil,Self-taught / Bootcamp,Data Engineer,Education,51-200,14,On-site
R10471,2025,26,Non-binary,South Korea,Master's,Software Engineer,Media & Entertainment,1-10,10,Fully Remote
R10472,2024,18,Male,Brazil,Bachelor's,ML Engineer,Manufacturing,51-200,7,On-site
R10473,2025,27,Male,Italy,Bachelor's,Data Analyst,Education,5000+,5,Hybrid
R10474,2024,18,Male,United States,Bachelor's,AI Ethics / Policy,Retail,5000+,3,Hybrid
R10475,2025,30,Male,France,Bachelor's,Data Engineer,Manufacturing,201-1000,9,Hybrid
R10476,2024,43,Male,South Korea,High School,Data Analyst,Healthcare,201-1000,3,On-site
R10477,2024,24,Male,France,Bachelor's,AI Researcher,Agriculture,201-1000,3,Hybrid
R10478,2024,18,Male,Poland,Master's,Data Analyst,Automotive,201-1000,16,Fully Remote
R10479,2025,44,Female,France,Master's,AI Ethics / Policy,Consulting,201-1000,27,On-site
R10480,2026,28,Male,Nigeria,Self-taught / Bootcamp,Student / Intern,Technology,1001-5000,9,Fully Remote
R10481,2024,31,Non-binary,United States,Bachelor's,Software Engineer,Media & Entertainment,51-200,16,Hybrid
R10482,2025,38,Male,India,Master's,AI Ethics / Policy,Technology,201-1000,6,Fully Remote
R10483,2024,36,Male,Germany,Master's,Consultant,Technology,201-1000,2,Fully Remote
R10484,2026,38,Non-binary,UAE,Master's,Data Analyst,Finance & Banking,51-200,11,Fully Remote
R10485,2024,39,Male,Germany,Master's,Data Analyst,Finance & Banking,1001-5000,11,On-site
R10486,2024,18,Male,France,Bachelor's,Data Engineer,Education,201-1000,7,Fully Remote
R10487,2024,20,Male,United Kingdom,Bachelor's,AI Ethics / Policy,Finance & Banking,201-1000,6,Hybrid
R10488,2026,41,Female,South Korea,Master's,Data Analyst,Technology,51-200,14,Hybrid
R10489,2025,25,Male,India,Bachelor's,AI Researcher,Manufacturing,201-1000,3,On-site
R10490,2024,26,Female,Brazil,Master's,Software Engineer,Healthcare,51-200,4,On-site
R10491,2024,21,Male,Brazil,Bachelor's,ML Engineer,Technology,5000+,3,Hybrid
R10492,2024,28,Male,United Kingdom,Bachelor's,Student / Intern,Healthcare,1-10,7,Hybrid
R10493,2024,29,Female,Japan,Bachelor's,ML Engineer,Government,11-50,3,Hybrid
R10494,2026,24,Male,United States,Bachelor's,Data Engineer,Technology,1001-5000,4,On-site
R10495,2025,23,Male,Kenya,Master's,Data Analyst,Retail,1001-5000,4,Fully Remote
R10496,2025,34,Male,United Kingdom,Master's,Data Scientist,E-commerce,1001-5000,6,Fully Remote
R10497,2024,25,Non-binary,South Korea,Bachelor's,Software Engineer,E-commerce,1-10,2,Fully Remote
R10498,2025,27,Female,India,Self-taught / Bootcamp,Data Scientist,Finance & Banking,5000+,7,Hybrid
R10499,2024,18,Male,India,Bachelor's,Student / Intern,Manufacturing,5000+,17,Fully Remote
R10500,2024,47,Prefer not to say,United Kingdom,High School,Software Engineer,Technology,1001-5000,8,Fully Remote
R10501,2025,39,Male,South Korea,High School,Full-Stack Developer,Media & Entertainment,11-50,21,On-site
R10502,2024,28,Prefer not to say,Japan,Master's,Data Analyst,Technology,1001-5000,18,Hybrid
R10503,2025,24,Male,United Kingdom,Master's,Business Analyst,Healthcare,51-200,12,On-site
R10504,2026,32,Prefer not to say,South Africa,Self-taught / Bootcamp,ML Engineer,Technology,11-50,7,Hybrid
R10505,2024,31,Male,United Kingdom,Bachelor's,Data Scientist,Technology,11-50,7,Fully Remote
R10506,2026,21,Female,United Kingdom,Master's,Full-Stack Developer,E-commerce,1-10,12,Fully Remote
R10507,2024,18,Female,United States,Self-taught / Bootcamp,Business Analyst,Technology,5000+,5,On-site
R10508,2024,27,Female,United States,PhD,Data Scientist,Technology,5000+,1,On-site
R10509,2025,19,Female,United Kingdom,Bachelor's,Full-Stack Developer,E-commerce,1-10,10,Fully Remote
R10510,2025,33,Male,United States,Self-taught / Bootcamp,Product Manager,Media & Entertainment,1001-5000,3,Hybrid
R10511,2024,33,Male,Germany,Master's,ML Engineer,Finance & Banking,51-200,3,Hybrid
R10512,2026,24,Male,UAE,Bachelor's,Data Engineer,Telecom,51-200,7,On-site
R10513,2026,27,Female,Germany,Bachelor's,Business Analyst,Technology,201-1000,6,Hybrid
R10514,2024,46,Female,Germany,Master's,AI Researcher,Education,201-1000,2,Fully Remote
R10515,2026,38,Male,India,Master's,ML Engineer,Technology,11-50,8,Hybrid
R10516,2025,28,Male,United States,Bachelor's,AI Researcher,Technology,1-10,14,Hybrid
R10517,2026,50,Male,India,Bachelor's,ML Engineer,Retail,51-200,3,Fully Remote
R10518,2024,22,Female,Brazil,Bachelor's,ML Engineer,Legal,201-1000,18,Hybrid
R10519,2026,25,Female,Brazil,PhD,ML Engineer,Legal,201-1000,2,On-site
R10520,2024,31,Male,India,Bachelor's,DevOps / MLOps Engineer,Consulting,201-1000,32,On-site
R10521,2026,19,Non-binary,United Kingdom,Master's,Business Analyst,Technology,201-1000,5,Hybrid
R10522,2025,46,Non-binary,Brazil,PhD,Data Scientist,Finance & Banking,5000+,8,Fully Remote
R10523,2025,33,Male,Singapore,PhD,DevOps / MLOps Engineer,Technology,5000+,1,Fully Remote
R10524,2024,25,Male,India,Master's,Data Scientist,Technology,201-1000,7,Hybrid
R10525,2026,35,Female,India,Master's,Engineering Manager,Media & Entertainment,5000+,8,Fully Remote
R10526,2025,33,Male,Netherlands,Master's,Full-Stack Developer,E-commerce,11-50,6,Hybrid
R10527,2025,29,Female,Canada,Master's,Business Analyst,Manufacturing,1-10,4,Fully Remote
R10528,2025,22,Male,UAE,Bachelor's,ML Engineer,Education,51-200,3,Fully Remote
R10529,2026,20,Male,India,Master's,Student / Intern,Technology,11-50,16,Fully Remote
R10530,2024,49,Male,Singapore,Bachelor's,Engineering Manager,Finance & Banking,1001-5000,7,Fully Remote
R10531,2024,21,Male,United States,Master's,Data Analyst,Media & Entertainment,1001-5000,21,Hybrid
R10532,2026,45,Female,Brazil,PhD,Data Scientist,Telecom,5000+,5,Hybrid
R10533,2025,25,Male,India,Master's,AI Researcher,Technology,1001-5000,5,Fully Remote
R10534,2024,38,Female,United States,Master's,ML Engineer,Technology,201-1000,13,Fully Remote
R10535,2024,35,Male,France,PhD,Product Manager,Automotive,51-200,2,Hybrid
R10536,2026,37,Male,Canada,Master's,Student / Intern,Agriculture,1-10,3,On-site
R10537,2024,37,Female,Germany,Bachelor's,Full-Stack Developer,Government,51-200,15,Hybrid
R10538,2025,19,Male,Brazil,Master's,Software Engineer,Technology,11-50,3,Hybrid
R10539,2026,26,Male,United Kingdom,Master's,Data Analyst,Manufacturing,5000+,2,Hybrid
R10540,2024,21,Prefer not to say,Australia,Bachelor's,AI Ethics / Policy,Technology,51-200,27,Hybrid
R10541,2026,33,Male,United States,Master's,Data Scientist,Telecom,1001-5000,2,On-site
R10542,2025,21,Male,Japan,Master's,UX Designer,Finance & Banking,1001-5000,8,Fully Remote
R10543,2025,18,Male,Brazil,PhD,Data Scientist,E-commerce,1-10,7,Hybrid
R10544,2025,30,Female,Germany,Master's,Data Analyst,Technology,1-10,1,Fully Remote
R10545,2025,18,Female,United States,Bachelor's,Full-Stack Developer,Media & Entertainment,201-1000,6,Hybrid
R10546,2024,34,Male,India,Master's,Data Analyst,E-commerce,5000+,10,Hybrid
R10547,2024,21,Female,India,Bachelor's,Product Manager,Media & Entertainment,1001-5000,9,Hybrid
R10548,2026,25,Male,India,Bachelor's,AI Researcher,Finance & Banking,5000+,13,On-site
R10549,2024,18,Prefer not to say,Israel,PhD,Product Manager,Healthcare,1-10,5,Fully Remote
R10550,2026,45,Male,Sweden,Master's,ML Engineer,Energy,51-200,12,Fully Remote
R10551,2024,20,Male,Canada,Master's,Product Manager,Finance & Banking,1-10,4,Hybrid
R10552,2025,29,Male,India,Self-taught / Bootcamp,Student / Intern,Retail,51-200,2,Fully Remote
R10553,2026,18,Male,Sweden,Master's,ML Engineer,Technology,51-200,2,On-site
R10554,2024,25,Male,Singapore,Bachelor's,Data Scientist,Technology,5000+,2,On-site
R10555,2026,46,Male,United States,PhD,Data Analyst,Manufacturing,5000+,14,Hybrid
R10556,2025,34,Male,Canada,Master's,Software Engineer,Legal,5000+,2,Hybrid
R10557,2025,26,Male,France,Master's,Data Scientist,Automotive,1-10,8,On-site
R10558,2025,31,Prefer not to say,United States,Self-taught / Bootcamp,Product Manager,E-commerce,201-1000,6,Hybrid
R10559,2024,27,Male,United States,Master's,Data Analyst,E-commerce,11-50,6,Fully Remote
R10560,2024,31,Male,Germany,Master's,Data Engineer,Education,5000+,19,Hybrid
R10561,2025,37,Female,United States,Master's,Data Analyst,Consulting,201-1000,5,Fully Remote
R10562,2024,29,Female,United States,Bachelor's,Student / Intern,Education,11-50,11,Hybrid
R10563,2024,33,Female,United States,Self-taught / Bootcamp,Full-Stack Developer,Technology,5000+,7,Fully Remote
R10564,2026,33,Female,Sweden,Self-taught / Bootcamp,Data Analyst,Telecom,51-200,6,Hybrid
R10565,2026,29,Prefer not to say,Singapore,Master's,Product Manager,Energy,11-50,35,Fully Remote
R10566,2025,26,Female,Germany,Bachelor's,Data Engineer,Retail,201-1000,2,On-site
R10567,2025,27,Female,Germany,Master's,Full-Stack Developer,Healthcare,201-1000,18,Hybrid
R10568,2025,37,Male,Japan,Master's,DevOps / MLOps Engineer,Finance & Banking,51-200,11,Hybrid
R10569,2025,38,Female,Germany,Bachelor's,Software Engineer,Technology,1001-5000,5,Fully Remote
R10570,2025,22,Male,United States,Bachelor's,Data Analyst,E-commerce,51-200,23,Fully Remote
R10571,2026,29,Male,Netherlands,Bachelor's,Full-Stack Developer,Finance & Banking,51-200,2,On-site
R10572,2024,25,Male,United States,Master's,DevOps / MLOps Engineer,Healthcare,1001-5000,5,Hybrid
R10573,2025,38,Male,Germany,Master's,Consultant,Technology,201-1000,3,Fully Remote
R10574,2026,28,Male,UAE,Self-taught / Bootcamp,UX Designer,Technology,51-200,9,Hybrid
R10575,2025,49,Male,United States,Bachelor's,Data Analyst,Healthcare,5000+,3,Fully Remote
R10576,2026,33,Male,Japan,Bachelor's,Software Engineer,Technology,1001-5000,10,Hybrid
R10577,2024,41,Male,United States,Bachelor's,Data Scientist,Finance & Banking,51-200,6,Hybrid
R10578,2024,23,Non-binary,China,Self-taught / Bootcamp,Data Analyst,Technology,5000+,5,On-site
R10579,2026,32,Male,Japan,Master's,ML Engineer,Technology,51-200,9,On-site
R10580,2025,36,Male,Spain,Self-taught / Bootcamp,Data Scientist,Technology,5000+,6,Fully Remote
